序号,方名,规范名,经典,出处,主治,功用,功用大类,功用小类,处方,炮制,方解,禁忌,化裁,附方,文献,用法用量,名家论述,备注
10001701,八君子汤,nan,nan,《陈囊庵妇科补解》卷一,脾胃湿痰内盛，时时带下，经行而带症益盛者。,nan,nan,nan,人参白茯苓白术各3克炙草1.5克半夏3克广皮2.4克苍术2.4克当归7.5克。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10001801,八物汤,nan,nan,《保命集》卷下,妇人经事欲行，脐腹绞痛，痛经及血淋。,nan,nan,nan,四物内加玄胡1两，苦楝1两，槟榔，木香半两。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10001805,八物汤,nan,nan,《万氏女科》卷一,经水色淡。,nan,nan,nan,人参1钱，白术1钱，白茯1钱，归身1钱，川芎1钱，白芍1钱，熟地1钱，黄耆（蜜炙）1钱，香附1钱，炙草5分。,nan,nan,nan,nan,nan,nan,生姜、大枣为引。更常服地黄丸。,nan,nan
10001902,八珍合六味加减方,nan,nan,刘荣星方,补肾固冲；调养气血。主治冲任损伤，胞脉失养，血枯经闭。,nan,nan,nan,党参12克，山药9克，茯苓9克，甘草9克，杭芍9克，川芎6克，熟地9克，枸杞子15克，麦冬9克，山萸肉9克，菟丝子12克，淡大云9克，粉丹皮9克，当归9克。,nan,nan,nan,nan,nan,nan,水煎服，每日1剂，日服2次。,nan,nan
10001917,八珍散,八珍汤（《正体类要》卷下）。,nan,《瑞竹堂经验方》卷四,养气血，调营卫，补虚损。气血两虚，面色萎黄，头晕眼花，四肢倦怠，气短懒言，心悸怔仲，食少泄泻，或月水不调，脐腹疼麻，或失血过多而有上述见症者。,nan,nan,nan,当归（去芦）、川芎、熟地黄、白芍药、人参、甘草（炙）、茯苓（去皮）、白术各30克。,上药嚼咀。,nan,nan,nan,nan,nan,每服9克，用水220毫升，加生姜5片，大枣1枚，煎至160毫升，去滓，不拘时候，温服。,nan,nan
10001921,八珍汤/八珍散,nan,nan,《瑞竹堂经验方》,益气补血，气血两虚证。面色苍白或萎黄，头晕耳眩，四肢倦怠，气短懒言，心悸怔忡，饮食减少，舌淡苔薄白，脉细弱或虚大无力。（本方常用于病后虚弱、各种慢性病，以及妇女月经不调等属气血两虚者。）,nan,nan,nan,人参30g，白术30g，白茯苓30g，当归30g，川芎30g，白芍药30g，熟地黄30g，炙甘草30g。,nan,nan,nan,nan,nan,nan,上为末，每服三钱（9克）水一盏半，加生姜五片，大枣一枚，煎至七分，去滓，不拘时候，通口服（现代用法：或作汤剂，加生姜3片，大枣5枚，水煎服，用量根据病情酌定）。若以血虚为主，眩晕心悸明显者，可加大地、芍用量；以气虚为主，气短乏力明显者，可加大参、术用量；兼见不寐者，可加酸枣仁、五味子。,本方是治疗气血两虚证的常用方。临床应用以气短乏力，心悸眩晕，舌淡，脉细无力为辨证要点。,nan
10001933,八珍益母十全丸,nan,nan,《古今医统》卷八十四,妇人气血两虚，月经不调，久不孕，或妊振胎动不安者。,nan,nan,nan,益母草240克（五月五日，六月六日，俱可采，阴干，折去下半截，用上半截连穗叶，石臼杵捣筛，为极细末）人参（饭上蒸）、白术（饭上蒸）、白茯苓（饭上蒸）各30克。甘草（炙）15克，当归身（酒浸）60克，川芎15克，熟地黄（酒浸）60克，白芍药（醋炒）30克，角沉香12克。,上药各为极细末，炼蜜和丸，如捂桐子大。,nan,nan,nan,nan,nan,空腹时用蜜汤送下90丸，食干果子压之；不善吞者化开服，尤效。冬月酒下。妇女经脉不调者，或有气血两虚而身体素弱，服此调养，当年而经不通者，服一料则通；经不调者，服一月则调；素不卒者，服一月即孕。,nan,nan
10001934,八珍益母丸,nan,nan,《古今医统》卷八十四,气血两虚，脾胃并弱，饮食少思，四肢无力，月经不调，或腰痛腹胀，或断或续，或赤白带下，身作寒热，及体虚无子。脾胃虚寒者，加砂仁30克（姜汁抄）；腹中胀闷者，加山楂30克（净内，饭上蒸熟）；素常多郁者，加香附子30克（童便制）。,nan,nan,nan,益母草120克（不见铁器，只用上半截带叶者）人参（去芦）白术（土炒）茯苓（去皮）炙甘草（去皮）当归（酒洗）川芎白芍药（醋炒）熟地黄（酒洗）,药为末。炼蜜为丸，如弹子大。,nan,nan,nan,nan,nan,每服1丸，空腹时用蜜汤送下。,nan,nan
10001935,八珍益母丸,nan,nan,《摄生秘剖》卷三,行气，养血，调经，种子。主治胎前、产后诸虚百损，月事不调，子宫虚寒，久不受孕。,nan,nan,nan,当归（酒洗）、川芎（微炒）、白芍药（炒）、怀熟地、人参、白术（土炒）、白茯苓、炙甘草、香附（分4份，盐、醋、酒、童便各制听用）、阿胶（切碎，蛤粉炒珠）、益母膏。,上药分两随证加减，各制为末，入益母膏，加炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服3钱，空心白滚汤送下。,nan,纯用四物则独阴不长，纯用四君子则孤阳不生，二方合用则气血有调和之益，而阴阳无偏胜之虞矣。香附行气生血，解郁散结；阿胶调经理血，治带止崩；益母膏者活血行气，有补阴之功。凡胎前、产后有所恃者，气血也，胎前无带，产后无虚，是其行中有补矣。命名益母者，所以利有子也。
10001936,八珍益母丸,nan,nan,《医统》卷八十四,补气血，调月经。主治妇人气血两虚，脾胃并弱，饮食少思，四肢无力，月经违期，或先期而至，或腰疼腹胀缓而不至，或愆期不收，或断或续，或赤白带下，身作寒热，久不受孕。,nan,nan,nan,益母草4两（不见铁器，只用上半截带叶者），人参（去芦）1两，白术（土炒）1两，茯苓（去皮）1两，炙甘草（去皮）5钱，当归（酒洗）2两，川芎1两，白芍药（醋炒）1两，熟地黄（酒洗）2两。,上为末，蜂蜜为丸，如弹子大。,nan,nan,nan,nan,nan,方中除益母草外，用量原缺，据《景岳全书》补。脾胃虚寒者，加砂仁1两（姜汁炒）；腹中胀闷者，加山楂1两（净肉，饭上蒸）多郁者，加香附子1两（童便制）。,nan,nan
10002176,白带片,nan,nan,《中药制剂手册》,补脾燥湿。主治由于脾虚、湿热下注引起的白浊、带下及崩漏。,nan,nan,nan,白术（土炒）15两，车前子10两，泽泻10两，椿根皮10两，茯苓10两。,将白术等5味用煮提法提取3次，取上清液浓缩成膏约15两，放冷。另取淀粉6两，掺入放冷的浓缩膏内搅拌成软材，制成颗粒，加入2一3％滑石粉约5钱，混合均匀，压片，包滑石粉糖衣，打光，每片重约0.2g。,nan,nan,nan,nan,nan,每服6-8片，温开水送下，日2-3次。,nan,nan
10002181,白带丸,nan,nan,《全国中药成药处方集》（重庆方）,赤白带下，经水不调或先或后，头晕眼花，四肢无力，腰胸闷，骨蒸内热，饮食减少。,nan,nan,nan,乌贼骨1两，山药2两，芡实2两，炒黄柏5钱，醋柴胡4两，白芍1两，续断5钱，香附4钱，白果仁1两，车前子5钱，牡蛎1两，赤石脂5钱。,上为细末，炼蜜加配醋1两为丸。,nan,nan,nan,nan,nan,每服3-4钱。,nan,nan
10002182,白带丸,nan,nan,《全国中药成药处方集》（天津方）,温经散寒，利湿止带。主治湿寒白带，淋漓不止，经期腹痛，血寒经闭，不思饮食，四肢倦怠，精神不振。,nan,nan,nan,当归4两，生白芍3两，野党参（去芦）2两，焦白术3两，茯苓（去皮）4两，椿皮（醋炒）2两，鹿角霜3两，故纸（盐炒）2两，芡实（麸炒）4两，海螵蛸3两，香附（醋制）3两，肉桂（去粗皮）1两，陈皮2两，杜仲炭（盐炒）2两，续断2两，甘草2两，木通1两5钱，吴萸（甘草水制）2两。,上为细末，凉开水为小丸，每斤丸药用桃胶2钱化水，滑石3两上衣，2钱重装袋。,nan,nan,nan,nan,nan,每服1袋，白开水送下。,nan,nan
10002184,白带丸,nan,nan,《中国医学大辞典》,赤白带下，经水不调，或先或后，头晕眼花，四肢无力，腰酸胸闷，骨蒸内热，饮食减少。,nan,nan,nan,白芍（酒炒）4两，黄柏（盐水炒）4两，茅术（米泔浸）4两，高良姜1两，豆腐锅巴8两。,上为细末，薏苡仁煎汤泛丸，如梧桐子大。,nan,nan,nan,nan,nan,每服3-4钱，盐汤送下。,nan,nan
10002236,白垩丸,nan,nan,《千金》卷四,女人三十六疾。即十二症、九痛、七害、五伤、三痼。十二症：是所下之物，一曰状如膏，二曰如黑血，三曰如紫汁，四曰如赤肉，五曰如脓痂，六曰如豆汁，七曰如葵羹，八曰如凝血，九曰如清血，血似水，十曰如米泔，十一曰如月浣乍前乍却，十二曰经度不应期也。九痛：一曰阴中痛伤，二曰阴中淋沥痛，三曰小便即痛，四曰寒冷痛，五曰经来即腹中痛，六曰气满痛，七曰汁出阴中如有虫啮痛，八曰胁下分痛，九曰腰胯痛。七害：一曰窍孔痛不利，二曰中寒热痛，三曰小腹急坚痛，四曰脏不仁，五曰子门不端引背痛，六曰月浣乍多乍少，七曰害吐。五伤：一曰两胁支满,nan,nan,nan,白垩18铢，龙骨18铢，芍药18铢，黄连半两，当归半两，茯苓半两，黄芩半两，瞿麦半两，白蔹半两，石韦半两，甘草半两，牡蛎半两，细辛半两，附子半两，禹余粮半两，白石脂半两，人参半两，乌贼骨半两，藁本半两，甘皮半两，大黄半两。,上为末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服10丸，空腹饮送下，1日2次。不知加之。20日知，1月百病除。若十二症，倍牡蛎、禹余粮、乌贼骨、白石脂、龙骨；若九痛，倍黄连、白蔹、甘草、当归；若七害，倍细辛、藁本、甘皮、加椒、茱萸各1两；若五伤，倍大黄、石韦、瞿麦；若三痼，倍人参，加赤石脂、矾石、巴戟天各半两。合药时随病增减之。,《千金方衍义》：方取白垩命名，取其温中益气，专主寒热症瘕、月闭、积聚；石脂治崩中漏下；禹余粮治血闭、症瘕；龙骨治漏下，症瘕，结坚；牡蛎治赤白带下；五者皆本经主治。乌贼骨治气竭肝伤，月事衰少不来，此则《素问》主治。其藁、蔹、细辛专散下袭虚风：石韦、瞿麦专祛下阻血热；芩、连、大黄专除内蕴积滞；然非人参不足以助其力；非附子不足以鼓其雄；不特补泻相需，寒热互用，深得长沙妙旨。而汇取兜涩之品，以安伤残之余，庶几痛止害平，气血渐复，是归、芍、芩、甘、桔皮之属，虽庸不废，斯可藉以流布也。,nan
10002272,白矾丸,nan,nan,方出《圣惠》卷七十三，名见《普济方》卷三三一,补虚退冷，暖血海。主赤白带下，崩漏不止，脐腹冷痛，面色萎黄，日渐虚损;妇人血脏久冷，赤白带下。,nan,nan,nan,白矾灰1两，附子2两（炮裂，去皮脐），狗头骨灰2两。,上为末，以软饭为丸，如梧桐子大。,nan,忌生冷、毒物。,nan,nan,nan,nan,nan,nan
10002295,白凤丹,nan,nan,《寿世保元》卷七,妇人经水不调，肚腹冷痛，赤白带下，子宫虚冷，久无子息。,nan,nan,nan,嫩黄耆（蜜水炒）2两，人参（去芦）2两，川芎2两，白茯苓（去皮）2两，当归（酒洗）2两，干姜（炒）2两，大附子（面裹炒，去皮脐）2两，小茴香（盐酒炒）2两，白芍（酒炒）2两，肉桂2两，白术（去芦，微炒）2两，胡椒2两，艾叶（醋炒）2两，破故纸（盐酒炒）2两，乌药2两，甘草（炙）1两，香附米（醋炒）6两，苍木（米泔浸，炒）4两，吴茱萸（炒）1两。,上锉；用白毛乌肉鸡1只重2斤，吊死，水泡，去毛屎并头足不用，入铁锅内，将药片盖上，入好酒，煮烂为度，取去骨，同药在锅焙干，为末，将鸡酒汁打稀米糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服50丸，空心好酒送下。治后症先宜服五积散加香附、吴茱萸、小茴，减麻黄，入米糖1块煎服；后服此丸药。,nan,nan
10002300,白凤丸,nan,nan,《中国医学大辞典》,妇人羸瘦，血虚有热，经水不调，崩漏带下，不能成胎，骨蒸;忌食煎炒苋菜。,nan,nan,nan,白毛乌骨雄鸡1只（须白丝毛、乌骨、高冠者，另养一处，以黄替炒末饲之，不可近雌鸡，闭死，去毛肠，净），香附（4制）1斤，熟地黄4两，生地黄2两，当归2两，白芍药2两，黄耆2两，牛膝2两，柴胡2两，牡丹皮2两，山药2两，川贝母（去心）2两，黄连1两，地骨皮1两，干姜1两，延胡索1两，茯苓2两5钱，秦艽1两5钱，艾叶4两，青蒿4两。,先将艾、蒿一半人鸡腹内，余置鸡外，同入坛内，以童便和水，浸过2寸许，煮烂，取出去骨，焙干，再将各药及鸡共研为末，用鸡汁打糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服50-60丸至70-80丸，温酒或米饮送下。,nan,nan
10002301,白凤丸,nan,nan,《北京市中药成方选集》,益气养血，调经止带。主治妇人身体瘦弱，经水不调，崩漏带下，腰腿酸痛。,nan,nan,nan,人参（去芦）128两，鹿角胶128两，牡蛎（煅）48两，白芍128两，当归144两，甘草32两，鹿角霜48两，鳖甲（炙）64两，丹参128两，香附（炙）128两，天冬64两，桑螵蛸48两，熟地256两，乌鸡（去毛、内脏）32只（以上14味均下罐，用绍酒1344两，蒸4昼夜）生地256两，川芎64两，黄耆32两，银柴胡26两，芡实（炒）64两，山药128两（以上6味不下罐，共研为但末，铺槽底，搅匀，晒干）。,上为细末，过罗，炼蜜为丸，重3钱5分，蜡皮封固。,nan,nan,nan,nan,nan,每服1丸，温开水送下，日3次。,nan,nan
10002333,白茯苓丸,nan,nan,《圣济总录》卷一五一,妇人月水不调，或多或少，脐下胀满疼痛。,nan,nan,nan,白茯苓（去黑皮）1两半，黄耆（炙，锉）1两半，薏苡仁1两半，萆薢1两半，山茱萸1两半，赤芍药1两半，枳壳（去瓤，麸炒）1两1分，白槟榔（炮，锉）2两，熟干地黄（焙）2两，桃仁（汤浸，去皮尖双仁，麸炒黄色）2两半，当归（切，焙）1两。,上为末，炼蜜为丸。涂酥捣熟为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服40丸，空腹煎大枣汤送下。,《医方集解》：此足少阴药也。茯苓降心火而交肾，黄连清脾火而泻心，石斛平胃热而涩肾，熟地、玄参生肾水，覆盆、蛇床固肾精，人参补气，花粉生津，萆薢清热利湿，肶胵能消水谷，通小肠、膀胱而止便数，善治膈消，磁石色黑入肾，补肾益精，故假之为使也。,nan
10002362,白附子丸,nan,nan,《济阴纲目》卷三,妇人经年崩漏不止，诸药不效，脉濡微。,nan,nan,nan,白附子4两，附子2两，黄狗骨头4两（烧灰）。,上为细末，粥为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服30丸。与伏龙肝散兼服。,nan,nan
10002413,白虎骨酒,nan,nan,《全国中药成药处方集》（抚顺方）,疏风散寒，镇痛。主治风寒湿痹，经络闭塞，筋骨疼痛，或麻木，或筋抽搐，腰膝疼痛，难以伸屈；及妇人经闭血寒，抽筋麻木，关节作痛。,nan,nan,nan,虎骨2两，怀牛膝1两3钱，木瓜1两，蚕沙1两，没药6钱，海藤6钱，桂楠1两3钱，年健8钱，地枫8钱，赤术8钱，西花1两，桂枝6钱，当归8钱，川断6钱，防风7钱，白花蛇1两3钱，鹿胶1两3钱，公藤1两3钱，公丁香7钱，松节4钱，紫蔻1两3钱，草蔻4钱，广木香4钱，良姜7钱，官桂7钱，红参1两3钱。,用烧酒30斤，用罐泡药1天许，再以温火炖数开，澄清去滓用之。,nan,nan,nan,nan,nan,每早服3钱。,nan,nan
10003066,白薇丸,nan,nan,《妇人大全良方》卷一,治妇人月水不利，四肢羸瘦，饮食减少，渐觉虚乏，以致不孕。,nan,nan,nan,白薇、 柏子仁、 白芍药、 当归、 桂心、 附子、  、白术、 吴茱萸、 木香、 细辛、川芎、 槟榔各15克， 熟地黄60克， 牡丹皮30克， 紫石英30克， 人参22克， 石斛、 白茯苓、 泽兰叶、 川牛膝各22克。,上为细末，炼蜜为丸，如梧桐予大。,nan,nan,nan,nan,nan,每服30丸，空腹时用温酒吞下。,nan,nan
10003067,白薇丸,nan,nan,《圣惠》卷七十二,妇人脏腑久冷，腰膝疼痛，背膊虚烦，月水不利，无子。,nan,nan,nan,白薇1两，熟干地黄2两，白前半两，当归半两（锉，微炒），附子半两（炮裂，去皮脐），干漆半两（捣碎，炒令烟出），山茱萸半两，牛膝半两（去苗），防风半两（去芦头），厚朴半两（去粗皮，涂生姜汁，炙令香熟），桂心半两，白芷半两，赤石脂1两，柏子仁1两，吴茱萸半两（汤浸7遍，焙干，微炒），禹余粮1两（烧，醋淬7遍），藁本半两，牡丹3分。,上为末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服30丸，空心及晚食前以温酒送下。,nan,nan
10003249,白芷散,nan,nan,《妇人良方》卷一,"妇人赤白带下,下元虚弱，或经行不止。",nan,nan,nan,白芷1两，海螵蛸2个（烧），胎发1团（煅）。,上为细末。,nan,nan,nan,nan,nan,每服2钱，空心温酒调下。,《成方便读》：如带下无虚寒等证，即可于此方求之。白芷独入阳明，芳香辛苦，其温燥之性，为祛风逐湿之专药，以阳明为五脏六腑之海，水谷之所藏，湿浊之所聚，故以为君；女子以肝用事，海螵蛸入肝经血分，其性燥而兼涩，可固可宣，为带下崩中之要药，故以为臣；胎发得血之余气，益阴之中，又有去瘀之力，使瘀者去而新者生，以复妇人之常道。不特赤白带下可痊，而一切瘀浊，亦可愈耳。,nan
10003250,白芷散,nan,nan,《圣济总录》卷一五一,妇人月事不通。,nan,nan,nan,白芷半两，当归1两（一半生，一半炒），侧柏（切，炒）2两。,上为散。,nan,nan,nan,nan,nan,每服2钱匕，空心米饮调下。,nan,nan
10003260,白芷汤,nan,nan,《圣济总录》卷一五二,妇人血海虚冷，经行太过。,nan,nan,nan,白芷1两半，鹿茸（去毛，酥炙）1两半，诃黎勒（煨，去核）1两半，厚朴（去粗皮，生姜汁炙）1两半，牡丹皮1两半，地榆1两半，黄耆（锉，炒）1两半，肉豆蔻（去皮）1枚，白术1两，黄连（去须）1两，附子（炮裂，去皮脐）1两，代赭（碎）1两，桂（去粗皮）1两，黄芩（去黑心）半两，龙骨（去土）2两。,上为粗末。,nan,nan,nan,nan,nan,每服3钱匕，以水1盏，加生姜3片，煎取7分，去滓，食前温服。,nan,nan
10003288,百补济阴丸,nan,nan,《北京市中药成方选集》,滋阴补气，养血调荣。主妇人诸虚百损，经水短少，虚火上升，腰痛耳鸣。,nan,nan,nan,香附（炙）50两，当归50两，熟地50两，杜仲炭50两，续断50两，山药50两，茯苓13两，丹皮13两，泽泻13两，山萸（炙）22两，巴戟肉（炙）9两，苁蓉（炙）9两，补骨脂（炒）8两，青盐8两，大茴香8两。,上为细末，炼蜜为丸，重3钱。,nan,nan,nan,nan,nan,每服1丸，温开水送下，日2次。,nan,nan
10003493,百效膏,nan,nan,《全国中药成药处方集》（北京方）,活血化痞。主治风湿疼痛，跌打损伤，积聚痞块，及妇女月经不调。,nan,nan,nan,白芷4两，官桂3两，当归11两，玄参4两，大黄4两，赤芍4两，木鳖子4两，血余3两，生地11两。,上药用香油240两，炸枯去滓，炼至滴水成珠，入黄丹100两搅匀成膏；另用阿魏2两，乳香2两，没药2两，共为细粉，每16两膏油兑药粉5钱，搅匀摊贴。,nan,nan,nan,nan,nan,微火化开，贴患处。,nan,nan
10003521,百子附归丸,滋血暖宫丸、百子建中丸、百子归附丸,nan,《摄生众妙方》卷十一,调经养血，安胎顺气，种子。主治阴阳不利，气血不足，不孕，胎前产后，月事参差，有余不足诸证。,nan,nan,nan,真阿胶（蛤粉炒成珠）2两，蕲艾叶（去筋梗，醋煮干）2两，当归（肥大者，酒洗，去芦）2两，川芎（去芦）2两，怀庆熟地黄（去脑，取沉水者）2两，白芍药（肥长者）2两，香附（赤心者，去毛，杵成米，水、醋各淹1宿，晒，炼干）12两。,上为极细末，用大陈石榴1枚，连皮捣碎，东流水3升熬去滓，打面糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,滋血暖宫丸（《医统》卷八十四）、百子建中丸（《回春》卷六）、百子归附丸（《济阴纲目》卷一）。,nan,nan
10003522,百子建中丸,nan,nan,《宋氏女科》,温中暖脐，调经，开郁开胃。主治妇人久冷，赤白带下，肚腹疼痛，经水不调，四肢无力，久鲜子息。,nan,nan,nan,香附1斤（分作4份：1份童便浸7日，1份酒浸7日，1份泔浸7日，1份盐水浸7日，各炒香），大艾叶4两（米泔浸7日，将米泔慢火煮半日，焙干为末），砂仁5钱，淮熟地（酒浸）3两，白芍药3两，玄胡索1两5钱，五味子5钱，杜仲（酒炒）1两，阿胶（炒）1两5钱，白术1两（麸炒）。,上为末，用壬子日好米浴打粳米面糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服80丸，空心用淡酣汤送下。服至半月必有孕矣。如妇人肥胖者，加陈皮、半夏各1两。,nan,nan
10003537,柏黄散,nan,nan,《云岐子保命集）卷下,治妇人经血不止。,nan,nan,nan,黄芩4克，当归、柏叶、蒲黄各3克，生姜1.5克，艾叶1克，生地黄18克，伏龙肝6克。,上药叹咀。,nan,nan,nan,nan,nan,用水400毫升，煎取320毫升，分二次温服。,nan,nan
10003652,柏子仁汤,nan,nan,《万氏家抄方》卷五,妇人思虑伤心，不能藏血，以致崩漏。,nan,nan,nan,柏子仁1钱，川芎1钱，茯神1钱，阿胶1钱，小草1钱，香附1钱，当归1钱5分，续断1钱5分，熟地1钱5分，龙齿5分，甘草5分，棕灰5分。,nan,nan,nan,nan,nan,nan,加生姜3片，水煎，入盐少许，空心服。,nan,nan
10003659,柏子仁丸,柏子丸、女科柏子仁丸,nan,《普济方》卷三三三引《指南方》,养血益阴。主治阴虚血弱，水少火盛，经侯微少，渐渐不通，手足骨肉烦疼，日渐羸瘦，渐生潮热，脉象微数。,nan,nan,nan,柏子仁（锉，另研）半两，牛膝半两，卷柏半两，泽兰叶2两，续断2两，熟地黄3两。,上为细末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,柏子丸（《外科理例?附方》）、女科柏子仁丸（《饲鹤亭集方》）。,《医方集解》：此手足少阴、厥阴药也。柏子仁安神而养心，地黄、续断、牛膝补肝肾而益冲任，卷柏、泽兰、活血脉而通经闭。,nan
10003663,柏子仁丸,nan,nan,《妇人大全良方》卷一,治室女经闭成劳。,nan,nan,nan,柏子仁（炒，别研）、牛膝、卷柏各15克， 泽兰叶、续断各60克，熟地黄90克。,上药研为细末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每次30丸，空腹时用米饮送下。,nan,nan
10003672,柏子养心汤,nan,nan,《中医妇科治疗学》,养心益肾。主治经行无定期，色较正常，血量少，性情急躁，时或抑郁不舒，心悸，怔仲，多梦，食少胸闷，舌质淡红，苔薄白，脉沉而弦数。,nan,nan,nan,柏子仁4钱，茯神4钱，丹参4钱，枣仁2钱，枸杞3钱，熟地3钱，玉京2钱，泽兰5钱，夏枯草3钱。,nan,nan,nan,nan,nan,nan,水煎，温服。虚烦口渴，无自汗及欲呕者，加栀子炭2钱，豆豉1钱。,nan,nan
10003799,斑蝥丸,nan,nan,《圣惠》卷七十二,妇人月水不通，脐腹积聚疼痛。,nan,nan,nan,斑蝥1两（糯米拌炒令黄，去翅足），干漆1分（捣碎，炒令烟出），麒麟竭1分，硇砂1分，没药1分，凌霄花1分，胎发1两（烧灰），狗胆1枚（干者）。,上为末，熬醋如饧为丸，如绿豆大。,nan,nan,nan,nan,nan,每日5丸，空心时以桃仁汤送下。,nan,nan
10003848,半夏苍术汤,nan,nan,《医钞类编》卷十六引东山妇科方,妇人经水如黄浆汁，心中嘈杂，属脾湿者。,nan,nan,nan,半夏、苍术、当归、白芍、熟地、川芎、川朴、甘草。,nan,nan,nan,nan,nan,nan,加生姜、大枣，水煎服。,nan,nan
10003976,半夏饮,nan,nan,《圣济总录》卷一五一,妇人月经不调，腰腹冷痛，面无血色，日见消瘦，胸腹满闷，欲成骨蒸，及已成者宜服。,nan,nan,nan,半夏（汤洗7遍，焙）2两，大黄当归（炒，焙）1两，赤芍药1两，桂（去粗皮）1两，吴茱萸（洗，焙，微炒）1两半，桃仁（汤浸，去皮尖双仁，炒）1两，桑寄生1两半，槟榔（煨）3枚。,上为粗末。,nan,nan,nan,nan,nan,每服3钱匕，水1盏，加生姜1枣大（切），煎至7分，去滓，空腹温服。,nan,nan
10004102,保产无忧丸,nan,nan,《同寿录》卷三,难产或数日不下，或临月腰疼，步履不安，不能足月，或横生倒生，或血晕血迷或儿枕作痛，乳汁不通，或血崩漏胎。,nan,nan,nan,当归（酒洗）1两5钱，真川芎1两3钱，川羌活5钱，真蕲艾7钱，荆芥穗8分，黄耆8钱，白芍药1两3钱（炒，如冬月只用1两），川贝母1两，紫厚朴7钱（姜汁拌炒），枳壳6钱（麸炒），菟丝子1两4钱（水洗净），益母草1两5钱（忌见铁），甘草5钱。,上为末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服3钱，白汤送下。,nan,nan
10004180,保坤丹,nan,nan,《集成良方三百种》卷上,常服此药，月经按期，生子肥健。主治妇女经水不调，赶前错后，百病丛生，难以孕育。,nan,nan,nan,当归4两，川芎1两，熟地半斤，赤芍4两，桃仁2两，红花2两，香附1斤，茯苓4两，丹皮4两，吴萸1两，陈皮4两，甘草4两，酒芩2两，坤草4两，玄胡索2两，鹿角霜2两。,上为细末，炼蜜为丸，每丸重3钱。,nan,nan,nan,nan,nan,开水送服。,nan,nan
10004182,保坤丸,nan,nan,《北京市中药成方选集》,调经养血，舒郁化滞。主治妇女血寒白带，月经不调，经期腹痛，气郁心跳。,nan,nan,nan,当归4两，白芍3两，白术（炒）2两，茯苓4两，橘皮2两，党参（去芦）2两，丹皮2两，川芎2两，肉桂（去粗皮）2两，玄胡（炙）2两，香附（炙）4两，黄耆1两，熟地2两，藁本5钱，白芷5钱，木香1两，砂仁1两，甘草1两，艾炭1两，山药1两，黄柏2两。,上为细末，用冷开水泛为小丸，以滑石10两、朱砂5钱为衣，闯亮，每粒重5厘，每付40粒，每袋装4付。,nan,nan,nan,nan,nan,每日早、晚各服1付，温开水送下。,nan,nan
10004183,保坤至圣丸,nan,nan,《集验良方》卷五,妇女经闭淋崩，产后诸虚百损，久无子嗣。,nan,nan,nan,香附子8两（童便、酒、醋、盐水各制1次），当归身2两（酒浸，晒干，醋拌炒），大熟地3两（酒洗蒸，醋炒），川芎1两5钱（醋炒），白芍1两5钱（酒拌炒），延胡索2两（醋炒），白茯苓2两（人乳拌蒸，晒），牡丹皮1两（酒洗，晒干，醋拌炒），白术2两（土拌，切片，麸炒），绵黄耆1两5钱（蜜水拌炙），粉甘草1两5钱（蜜水拌炙）。,上为细末，醋糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服50丸，空心淡盐汤或淡醋汤送下，1日2次。,nan,nan
