序号,方名,规范名,经典,出处,主治,功用,功用大类,功用小类,处方,炮制,方解,禁忌,化裁,附方,文献,用法用量,名家论述,备注
10007136,柴胡六合汤,nan,nan,《医垒元戎》,主治妊娠伤寒，邪入少阳，胸胁满痛，脉弦者。,nan,nan,nan,"熟地黄9克,川芎3克,芍药9克,当归9克,柴胡3克, 黄芩3克。",nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10007159,柴胡清肝散,nan,nan,《陈素阉妇科补解》卷三,清肝和胃。主治肝热犯胃，肝火郁遏。（妊娠呕吐）,nan,nan,nan,柴胡3克，龙胆草3克，当归3克，川芎3克，黄芩3克，白芍3克，山药3克，生地3克，桔梗3克，甘草3克，黄连（吴茱萸汁炒）3克。,nan,nan,nan,nan,nan,nan,水煎服，每日1剂，日服2次。,nan,nan
10007164,柴胡清肝散,柴胡清肝汤、柴胡清肝饮,nan,《陈素庵妇科补解》卷三,由肝火郁遏而致妊娠吐酸者。,nan,nan,nan,柴胡、龙胆草、当归、川芎、黄芩、白芍、知母、生地、桔梗、甘草、黄连（吴茱萸汁炒）。,上为散。,nan,nan,nan,nan,nan,水煎服。,是方清肝火、和肝血为主，四物、知、草以滋阴生血，柴、胆、芩、连以清肝火，桔梗之苦辛以升提气血之郁也。,nan
10007195,柴胡散,nan,nan,《圣惠》卷七十四,妊娠7-8月伤寒，头痛壮热，心腹虚胀，四肢少力。,nan,nan,nan,柴胡1两（去苗），续断当归半两（锉，微炒），白术1两，赤芍药1两，厚朴1两（去粗皮，涂生姜汁炙令香熟），枳壳3两（麸炒微黄，去瓤），甘草半两（炙微赤，锉）。,上为散。,nan,nan,nan,nan,nan,每服3钱，以水1中盏，加生姜半分，煎至6分，去滓温服，不拘时候。,nan,nan
10007233,柴胡四物汤,nan,nan,《保命集》卷下,妇人虚劳日久，血虚阴亏，微有寒热；经行感冒，热入血室；经枯发热，妊娠吐衄。日久劳虚，脉沉而浮。午后或夜分发热。三阴经温疟或夜发者，脉虚弦数者。妊娠忧虑惊怒伤其脏腑，气干于上，血随溢而心闷，胸满久不已，必致堕胎。,nan,nan,nan,川芎1两半，熟地黄1两半，当归1两半，芍药1两半，柴胡8钱，人参3钱，黄芩3钱，甘草3钱，半夏3钱，曲3钱。,上为粗末。,nan,nan,nan,nan,nan,煎服。,《医略六书》：以四物汤滋荣血室，柴胡汤疏热扶元，二方合剂，异路同归，水煎温服，务使正气内充而邪热外却，何患发热不止，天癸不来乎！,nan
10007245,柴胡汤,柴胡散,nan,《圣济总录》卷一五六,妊娠咳嗽，胸满气急，减食。,nan,nan,nan,柴胡（去苗）1两，桃仁（去皮尖双仁，炒）半两，天门冬（去心）3分，麦门冬（去心，焙）1两，甘草（炙）1两，白茯苓（去黑皮）1两，山芋1两，黄耆（锉）1两，阿胶（炙令燥）1两，人参1两。,上为粗末。,nan,忌海藻、菘莱。,nan,nan,nan,nan,《千金方衍义》：前胎伤在六月，法当预培胃气，而反不用参、苓，必是妊娠大便艰燥，更衣时微有寒热，故用苁蓉、柴胡佐麦冬、地黄以滋血气。不费努挣，胎自安矣。设本妇大便不实，则退苁蓉而进参、苓，可预拟也。,nan
10007249,柴胡铁锈汤,nan,nan,《产科发蒙》卷二,妊娠痫症。,nan,nan,nan,柴胡、铁锈、人参、茯苓、桂枝、蔚金、牡蛎、大黄、甘草。,nan,nan,nan,nan,nan,nan,水煎，温服。,nan,nan
10007251,柴胡通塞汤,nan,nan,《圣济总录》卷一五七,妊娠大小便不通，下焦热结。,nan,nan,nan,柴胡（去苗）3分，黄芩（去黑心）3分，陈橘皮（汤浸去白，微炒）3分，泽泻3分，羚羊角（镑）3分，栀子仁1两，石膏1两，大黄（锉，炒）1两。,上为粗末。,nan,nan,nan,nan,nan,每服4钱匕，水1盏，入生地黄1分（拍破），豉半分（微炒），同煎至7分，去滓，食前服。,nan,nan
10007286,柴胡饮,nan,nan,《圣济总录》卷一五四,妊娠阻病，头疼，四肢羸弱，不思食饮，唯思眠睡。,nan,nan,nan,柴胡（去苗）半两，赤芍药半两，麦门冬（去心，焙）半两，人参半两，黄耆（微炒，锉）半两，甘草（炙）半两，生地黄1两半（研，绞取汁）。,上7味，6味为粗末。,nan,nan,nan,nan,nan,每服3钱匕，以水1盏，入地黄汁1分，同煎至6分，去滓温服，日2次。,nan,nan
10007307,柴胡知母汤,nan,nan,《万氏女科》卷二,孕妇病疟。,nan,nan,nan,柴胡1钱5分，人参1钱，黄芩1钱，知母1钱，白术1钱，甘草5分，归身1钱。,nan,nan,nan,nan,nan,nan,加生姜、大枣为引，水煎，多服，以平为期。,nan,nan
10007319,柴胡枳壳汤,nan,nan,《医学入门》卷四,孕妇伤寒，邪传于里，口渴烦热，腹满便闭，谵语，或发斑，昼夜不安。,nan,nan,nan,柴胡1钱半，枳壳1钱，黄芩1钱，山栀1钱，山药1钱，麦门冬1钱，干葛1钱，大青2钱，生地2钱，石膏2钱，升麻8分，甘草4分。,nan,nan,nan,nan,nan,nan,水煎，温服。大便闭甚，加大黄。,nan,nan
10007360,柴芩七物汤,nan,nan,《中医妇科治疗学》,调气行滞。主治妊娠气滞腹痛证。妊娠数月，胸腹及两胁胀痛，性情暴躁易怒，口苦，头晕，兼有咳嗽，苔白腻或薄黄，脉弦而滑。,nan,nan,nan,柴胡1钱，黄芩1钱半，法夏1钱半，厚朴1钱半，茯苓2钱，紫苏1钱。,nan,nan,nan,nan,nan,nan,水煎，食前服。胃脘胀痛，呕吐吞酸，加左金丸1钱。,nan,nan
10007366,柴芩退热汤,nan,nan,《陈素庵妇科补解》卷三,妇人妊娠寒热如疟。,nan,nan,nan,柴胡、黄芩、紫苏、陈皮、川芎、当归、杜仲、茯苓、川断、甘草、前胡、荆芥、生姜、大枣。,nan,nan,nan,nan,nan,nan,热盛，加竹茹、麦冬；寒盛战栗，手足厥，加草果、白术、黄耆、黑姜。,nan,nan
10007461,蝉翼散,nan,nan,《陈素庵妇科补解》卷三,妊娠耳聋。,nan,nan,nan,蝉翼蝉蜕（去头足只取两翼）20枚，细辛5分，当归1钱2分，白芍（生）1钱，大生地2钱，茯神1钱，远志1钱，麦冬1钱，马兜铃5分，玄参1钱，猪胆1枚，川芎1钱。,nan,nan,nan,nan,nan,nan,nan,蝉以翼鸣，其声在两翼而出，细辛入耳窍，故以二味为君；四物养血，神、志、麦、元清心除热安胎为臣；马兜铃清空象肺，猪胆苦寒为佐、使也。,nan
10007531,产宝丸,nan,nan,《济阴纲目》卷八,妊娠卒心痛，气欲绝。,nan,nan,nan,川芎1钱，当归1钱，茯苓1钱，厚朴（制）1钱。,nan,nan,nan,nan,nan,nan,"本方方名，据剂型当作""产宝汤""。",nan,nan
10007532,产宝丸,nan,nan,《奇方类编》卷下,逆生难产，胎死腹中，产后诸疾。,nan,nan,nan,大黄1斤（晒干，为末），苏木3两（劈细，河水5碗，煎汁3碗，去滓存汁），红花3两（略炒黄色，用好短水白酒5碗，煎汁3碗，去滓存汁），黑豆3升（煮熟取汁3碗，并取豆皮晒干存用）将大黄末8醋5宫碗，搅匀，文武火熬成膏，次下豆汁、苏木汁、红花汁，渐渐加下，时时搅动，勿令生焦，候成膏取起听用。当归（酒洗，蒸，晒干）1两，川芎（蒸，晒）1两，香附（醋炒）1两，熟地（晒干）1两，玄胡（生用）1两，苍术（米泔水浸，炒）1两，蒲黄（微炒）1两，赤茯苓（蒸，晒）1两，白茯苓（蒸，晒）1两，桃仁（去皮尖油，晒干）1两，三棱（,上药同黑豆皮俱为末，投入大黄膏内捣千余下，为丸，如龙眼大，带湿重2钱4分；如干难为丸，加酒少许，再捣，以成丸为度；晒干，如阴天以火烘干，新瓷器收贮，忌铁器。,nan,nan,nan,nan,nan,每服1丸，照症用引。临产艰难，服之易产，调和经络，诸症不生，产后恶露不尽，再服1丸，以上俱温酒送下，如不善酒，以滚水对酒加童便少许尤妙；或变生异症，或胎死腹中单所不载者，俱以童便、黄酒各半，连服2丸，立效；产后胞衣不下，及逆生难产，甚至经日不下，腹中胀满，心胸闷痛者，炒盐汤送下；临产前后，脐腹作痛，寒热往来如疟状痢疾者，温米汤送下。产后大小便不通，烦燥口苦者，浓煎薄荷汤送下；产后泻血，大枣汤送下；产后崩疾，糯米汤送下；产后赤白带下，煎阿胶、艾叶汤送下；产后咳嗽不止，五味子5粒、苏叶3片，煎酒送下。产后头疼,nan,nan
10007538,产难如圣散,nan,nan,《医方类聚》卷二二九引《徐氏胎产方》,难产诸疾。,nan,nan,nan,紫苏叶、当归各等分。,nan,nan,nan,nan,nan,nan,每服3-5钱，长流水煎服。如无流水，以水顺搅动，煎服。,nan,nan
10007708,炒姜丸,nan,nan,《普济方》卷三三八,主治妊娠两胁胀闷，腹中疼痛，呕逆，不思饮食。,nan,nan,nan,"干姜（炮）,桂（去粗皮）,木香, 沉香, 当归（切，焙）,甘草（炙）,白豆蔻（去皮）,白茯苓（去黑皮）,青橘皮（汤浸，去白，焙）各15克, 芍药（锉）30克 ,干木瓜, 姜黄各15克。",上药捣罗为末，汤浸蒸饼为丸，如小弹子大。,nan,nan,nan,nan,nan,每服1丸，空腹时细嚼，温酒下。,nan,nan
10007734,车前草饮,nan,nan,《圣济总录》卷五十三,胞转不得小便。,nan,nan,nan,车前草1握（去根、洗、锉）。,nan,nan,nan,nan,nan,nan,以水3盏，煎至2盏，去滓，分3服，连并服，不拘时候。,nan,nan
10007757,车前饮,nan,nan,《医略六书》卷二十八,孕妇小便淋沥涩痛，脉数。,nan,nan,nan,车前子3钱，生地5钱，条芩钱半，草梢8分。,nan,nan,nan,nan,nan,nan,水煎，去滓温服。,妊娠湿热伤阴，水源不能清利，故小便淋沥涩痛，胎孕因之不安焉。生地滋阴壮水以安胎，车前利水通淋以化热，条芩清热安胎，草梢泻火缓痛也。水煎温服，使湿热并解，则真水内充而气得施化，小便无不清利，何涩痛淋沥之有？胎孕无不安矣。,nan
10007760,车前子煎,nan,nan,《圣济总录》卷一五九,难产。,nan,nan,nan,车前子1升（以布裹，于水中熟挼，漉出，晒干，又以新布裹，熟揉之，令光滑，不用捣），生地黄汁1升，白蜜1升，好酥5合。,上4味相和，微火煎，常令如鱼眼沸起，即泻于瓷器中。,nan,nan,nan,nan,nan,每服半匙，以沸汤调，通口服之。,nan,nan
10007771,车前子散,nan,nan,《圣惠》卷七十六,滑胎，令易产。利九窍。主治难产。,nan,nan,nan,车前子1两，滑石1两，阿胶1两（捣碎，炒令黄燥）。,上为细末。,nan,nan,nan,nan,nan,每服2钱，食前以蜜汤调下。,nan,nan
10007776,车前子散,nan,nan,《圣济总录》卷一五九,难产不下经日。,nan,nan,nan,车前子（微炒）半两，榆白皮（刮净、锉碎）1两，滑石半两，当归（切、焙）半两，瞿麦穗1两。,上为散。,nan,nan,nan,nan,nan,每服2钱匕，用酒调下；温汤亦得。如血水未下，用大黄2钱，煎汤1盏，分作3服，调前药下。,nan,nan
10007788,车前子汤,nan,nan,《圣惠》卷七十六,滑胎，令易产。利九窍。主治难产。,nan,nan,nan,车前子1两，滑石1两，阿胶1两（捣碎，炒令黄燥）。,上为细末。,nan,nan,nan,nan,nan,每服2钱，食前以蜜汤调下。,nan,nan
10007793,车前子汤,nan,nan,《圣济总录》卷一五九,难产不下经日。,nan,nan,nan,车前子（微炒）半两，榆白皮（刮净、锉碎）1两，滑石半两，当归（切、焙）半两，瞿麦穗1两。,上为散。,nan,nan,nan,nan,nan,每服2钱匕，用酒调下；温汤亦得。如血水未下，用大黄2钱，煎汤1盏，分作3服，调前药下。,nan,nan
10007794,车前子汤,车前子散,nan,《圣济总录》卷一五七,妊娠小便涩，热淋，小便不利，茎中急痛。,nan,nan,nan,车前子2合，冬葵根（洗、锉）2两半。,上为粗末。,nan,nan,nan,nan,nan,车前子散（《鸡峰》卷十六）。,nan,nan
10007811,车脂方,nan,nan,《普济方》卷三四一,妊娠咳嗽，热病；腹痛。,nan,nan,nan,车辖。,nan,nan,nan,nan,nan,nan,烧赤，投酒中，候冷饮之。,nan,nan
10008103,沉香汤,nan,nan,《圣济总录》卷四十五,快气消食。主治谷劳体重，食已便卧；及妊娠心痛，痰逆，不思饮食。,nan,nan,nan,沉香（锉）1两，白豆蔻（去皮）半两，草豆蔻（去皮，炒）半两，人参半两，甘草（炙，锉）半两，白茯苓（去黑皮）半两，半夏（汤洗，薄切，生姜汁拌，炒黄色）半两，木香半两，厚朴（去粗皮，生姜汁炙）1两，陈橘皮（汤浸，去白，炒）3分，白术（锉，炒）1两，干姜（炮）1分。,上为粗末。,nan,nan,nan,nan,nan,每服3钱匕，水1盏，加生姜3片，大枣2枚（拿破），同煎至7分，去滓温服，空心、日午各1次。,nan,nan
10008110,沉香汤,nan,nan,《元戎》卷十,因强力房事，或过小便，胞转，小便不通。,nan,nan,nan,沉香1钱，木香1钱。,上为细末。,nan,nan,nan,nan,nan,煎陈皮、茯苓汤，空心、食前调服。,nan,nan
10008131,沉香万应丸,nan,nan,《普济方》卷三二八,妊娠伤寒，诸虚百损，或气滞不匀，饮食不化，遍身走疼。,nan,nan,nan,沉香（另研）、没药（细研）、茯苓（去粗皮）、川芎、当归（去芦）、官桂（去皮）、白术、白芷、白薇、玄胡索、牡丹皮、赤石脂、藁本（去芦头）、赤芍药。,上为细末，炼蜜为丸，每钱10丸。,nan,nan,nan,nan,nan,每服10丸，嚼，空心以温酒送下。妇人妊娠伤寒，身浮肿大者，以麻黄汤送下；妊娠打扑损伤，或宿积冷物，动胎不安，腹痛不止，月水不调，或前或后，或多或少，产前一切诸虚百损，用酒送下；或难产，或血逆血运，以当归汤送下；死胎在腹，或胎衣不下，以温酒送下；恶物过多，以当归汤送下；恶物不行，以红花汤送下；自幼年无孕，每日1次，至1个月，便有神验。,nan,nan
10008188,陈橘皮散,nan,nan,《圣惠》卷七十五,妊娠呕逆，不下食。,nan,nan,nan,陈橘皮2两（汤浸，去白瓤，焙），人参1两（去芦头），白术半两，麦门冬1两（去心），厚朴2两（去粗皮，涂生姜汁炙令香熟）。,上为散。,nan,nan,nan,nan,nan,《普济方》有白茯苓一两。,nan,nan
10008211,陈橘皮丸,nan,nan,《圣济总录》卷一五四,妊娠阻病，心中烦闷，头眩，恶闻食气，闻便呕吐，闷乱颠倒，四肢怠堕，不自胜举。,nan,nan,nan,陈橘皮（汤浸，去白，炒干）1两，白茯苓（去黑皮）1两，白术2两，甘草（炙）2两，干姜（炮）2两，半夏（温水洗去滑7遍）2两，枳实（去瓤，麸炒）2两。,上为末，炼蜜涂酥为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服20丸，生姜汤送下，食前服。先服半夏汤2剂后，再服此方。,nan,nan
10008215,陈橘皮粥,nan,nan,《圣济总录》卷一九O,妊娠冷热气痛，连腹不可忍。,nan,nan,nan,陈橘皮（汤浸，去白，焙）1两，苎麻根（刮去土，晒干）1两，高良姜（末）3钱，白粳米（择净）半合。,上除粳米外为散。,nan,nan,nan,nan,nan,每服5钱匕，先以水5盏，煎至3盏，去滓，加粳米半合，盐1钱，煮作例程粥食之，空心1服，至晚更1服。,nan,nan
10008224,陈皮半夏汤,nan,nan,《济阴纲目》卷八,主治妊娠恶阻呕吐，不进饮食。,nan,nan,nan,"陈皮（去白，盐水炒）,茯苓各3克 ,半夏（制）4.5克,子芩（淡姜汁炒）,枳壳（麸炒）,紫苏各2.4克, 甘草（炙）1.5克。",上切药一剂。,nan,nan,nan,nan,nan,加生姜3片，用水200毫升，煎取140毫升，空腹时温服。,nan,nan
10008257,陈逍遥水酒散,nan,nan,《卫生家宝产科备要》卷七,安养胎气，并减临产之痛。主治妊娠百疾。,nan,nan,nan,当归（洗去芦须，切片子，焙）、槐角（择净，妙香）、枳壳（去瓤，麸炒）、川芎（洗，锉）、贝母（去心，姜汁制1宿，焙干）各等分。,上为细末。,nan,nan,nan,nan,nan,每服2钱，水、酒各半盏，同煎至7分盏，空心服，临月每日进2-3服。自妊娠5-6个月以后常服。,nan,nan
10008315,承泽丸,nan,nan,《千金》卷二,妇人下焦三十六疾，不孕绝产。,nan,nan,nan,梅核仁1升，辛夷1升，葛上亭长7枚，泽兰子5合，溲疏2两，藁本1两。,上为末，炼蜜为丸。,nan,nan,nan,nan,nan,食前服如大豆2丸，1日3次，不知稍增。恶甘者，和药先以苦酒搜散，乃纳少蜜和为丸。若腹中无坚癖积聚者，去亭长，加通草1两。,《千金方衍义》：承泽丸专破子脏积血。子脏属冲脉水道；更用泽兰子统理妇人三十六病，一举而内外风气悉除，胞户积血尽扫。,nan
10008351,豉汤,nan,nan,《圣惠》卷九十七,妊娠伤寒头痛。,nan,nan,nan,豉1合，葱白1握（去须，切），生姜1两（切）。,nan,nan,nan,nan,nan,nan,上药以水1大盏，煮至6分，去滓，分2次温服。,nan,nan
10008406,赤茯苓散,nan,nan,《圣惠》卷七十四,妊娠心膈气壅滞，烦躁，口干食少。,nan,nan,nan,赤茯苓1两，紫苏叶半两，黄耆2两（锉），人参半两（去芦头），陈橘皮半两（汤浸，去白瓤，焙），柴胡1两（去苗），大腹皮半两（锉），前胡3分（去芦头），甘草半两（炙微赤，锉）。,上为散。,nan,nan,nan,nan,nan,每服4钱，以水一中盏，煎至6分，去滓温服，不拘时候。,nan,nan
10008407,赤茯苓散,nan,nan,《杨氏家藏方》卷十六,妊娠恶阻，心胸烦闷，头晕恶心，四肢昏倦，呕吐痰水，恶闻食气。,nan,nan,nan,赤茯苓（去皮）1两，半夏（汤洗7遍）1两，陈橘皮（去白）1两，桔梗（去芦头）1两，熟干地黄（洗，焙）1两，白术3分，川芎3分，人参（去芦头）3分，赤芍药3分，旋覆花半两，甘草（炙）半两。,上（口父）咀。,nan,nan,nan,nan,nan,每服3钱，水1盏半，加生姜3片，煎至1盏，去滓温服，不拘时候。,nan,nan
10008485,赤痢煎,nan,nan,《仙拈集》卷三,妊娠赤痢。,nan,nan,nan,白芍3钱，条芩1钱半，地榆8分，白术8分，甘草3钱。,nan,nan,nan,nan,nan,nan,水煎服。三帖立愈。,nan,nan
10008492,赤苓汤,nan,nan,《竹林女科》卷二,子气。妊娠三月之后，两足浮肿，甚则自脚面肿至腿膝，饮食不甘，小便流利者，属湿气为病。,nan,nan,nan,厚朴（姜制）8分，陈皮（去白）8分，苍术（米泔浸，炒）1钱，炙甘草5分，赤茯苓1钱半，桑白皮1钱半。,nan,nan,nan,nan,nan,nan,加生姜3片，水煎服。,nan,nan
10008537,赤芍药汤,nan,nan,《圣济总录》卷一五六,妊娠子淋，小便涩少，疼痛烦闷。,nan,nan,nan,赤芍药1两，槟榔1枚（面裹煨熟，去面）。,上为粗散。,nan,nan,nan,nan,nan,每服三钱匕，水1盏，煎至7分，去滓，空心温服。,nan,nan
10008557,赤石脂散,nan,nan,《圣惠》卷七十四,妊娠腹痛，下痢赤白，日夜不止。,nan,nan,nan,赤石脂1两，干姜半两（炮裂，锉），阿胶1两（捣碎，炒令黄燥），白术1两，艾叶1两（炒令微黄），龙骨半两，陈橘皮1两（汤浸，去白瓤，焙），诃梨勒1两（煨，用皮），甘草1分（炙微赤，锉）。,上为细散。,nan,nan,nan,nan,nan,每服2钱，以粥饮调下，不拘时候。,nan,nan
10008727,抽薪饮,nan,nan,《景岳全书》卷五十一,火热炽盛，瘟疫发狂，及孕妇外感发热。火炽盛而不宜补者。胃火发狂。,nan,nan,nan,黄芩1-2钱，石斛1-2钱，木通1-2钱，栀子（炒）1-2钱，黄柏1-2钱，枳壳1钱半，泽泻1钱半，细甘草3分。,nan,nan,nan,nan,nan,nan,水1钟半，煎7分，食远温服。内热甚者，冷服更佳。如热在经络、肌肤者，加连翘、天花粉以解之；热在血分、大小肠者，加槐蕊、黄连以清之；热在阳明头面，或躁烦便实者，加生石膏以降之；热在下焦，小水痛涩者，加草龙胆、车前以利之；热在阴分，津液不足者，加门冬、生地、芍药之类以滋之；热在肠胃，实结者，加大黄、芒消以通之。,nan,nan
10009032,川椒白芷散,nan,nan,《女科秘要》卷二,有孕房事不节，阳精留蓄，因而阴门作痒。,nan,nan,nan,川椒1两，白芷1两5钱。,nan,nan,nan,nan,nan,nan,水煎，服头煎；以2煎日洗患处数次。,nan,nan
10009133,川芎葱白汤,nan,nan,方出《经效产宝》卷上，名见《普济方》卷三四二,胎动不安。,nan,nan,nan,川芎2两，葱白（切）1升。,nan,nan,nan,nan,nan,nan,水7升，煮取2升半，分温3服。,nan,nan
10009215,穿山甲散,nan,nan,《圣惠》卷七十七,妇人经脉不通，一月至三个月，腹内有气块，发来从胁下起冲心，此是鬼胎。,nan,nan,nan,穿山甲2分（炒令黄色），牡丹半两，肉桂半两（去皱皮），鬼臼1两（去毛），驴护干1两，蒲黄1两，当归1两，莲子1两，川大黄半两（锉碎，微炒），桃胶3分，槟榔1分。,上为散。,nan,nan,nan,nan,nan,每服3钱，以水、酒各半中盏，煎至6分，去滓，每于食前温服。,nan,nan
10009389,纯阳救苦丹,nan,nan,《春脚集》卷三,妇女临产不下，便血，胎漏，不孕，红白崩症，行经腹痛，症瘕，干血痨；小儿风续天花，痘疹，小儿急慢惊风，食积胃热，脾虚等症；疯癫因痰，邪魔，疯疾，瘟疫，咳嗽，伤寒内热，心口闷，头痛，腰疼，腿痛，遗尿，结尿，结粪，膈症，吐血，痢疾，疮疾，瘰疬，疥癣，无名肿毒，疟疾，劳伤黄病，蛊症，各种胃气疼痛，小肠疝气攻心疼痛，以及夏令受暑，山岚瘴气，自汗盗汗，翻胃呕吐，单双乳蛾喉闭，食积，水积，酒积，怔忡，中湿，肿胀，腹痛，脱肛，牙疼耳聋，暴发火眼，寸白虫，破伤风，溺河轻生，手足冷痛，疯狗咬伤。,nan,nan,nan,藿香1两，菖蒲1两，砂仁5钱（粒），苍术1两，栀子8钱（炒），远志8钱，半夏1两（京），木香5钱，青木香5钱，腹皮1两，紫苏5钱，神曲5钱，柴胡8钱，白矾1两，玉金5钱，茯神2两，陈皮1两，当归2两（全），川芎5钱，木通8钱，木瓜2两，厚朴5钱，香附8钱，黄芩1两，麦冬2两，羌活5钱，独活5钱，青黛5钱，枳壳5钱，杏仁1两（去皮尖），川连5钱，雄黄5钱，生地2两，防风1两，桔梗8钱，苦梗8钱，泽泻8钱，甘草5钱，黄柏5钱。,上为极细末，炼蜜为丸，每丸重2钱，朱砂为衣。,nan,nan,nan,nan,nan,大人病重者，每服不过4丸，病轻者2丸，小儿10岁以外者1丸，10岁以内者半丸，周岁内外者，用1丸，烧黄土水泡开，灌饮十分之三四。妇女胎前，用当归汤送下；产后，用红花汤送下，或桃仁为引亦可；催生，佛手3钱煎汤送下；妇女临产不下，用酥龟板汤送下；便血，用阿胶汤送下；胎漏，用阿胶汤送下；妇人不能生育，用当归汤送下；红白崩症，红症用白狗尾花汤送下，白症用红狗尾花汤送下；妇女行经腹痛，用艾叶汤送下；症瘕，用红花茨菇根汤送下；妇女干血痨症，用真红花汤送下；血虚，用当归红花汤送下；幼童幼女，风续天花，痘疹等症，用姜葱汤,nan,nan
10009408,慈航丹,nan,nan,《全国中药成药处方集》（抚顺方）,活血调经。主治经水不调，赤白带下，症瘕血痨；胎前产后血迷晕耗，生产迟延，胎衣不下，子痫子挛，肝气冲心。,nan,nan,nan,当归4两，川芎3两，坤草6两，香附2两。,上为细末，炼蜜为丸，每丸重2钱或3钱，朱砂为衣。,nan,nan,nan,nan,nan,每服2钱，1日2次，黄酒送下。,nan,nan
10009556,苁蓉羊肉粥,nan,nan,方出《证类本草》卷七引《药性论》，名见《药粥疗法》,补肾助阳，健脾养胃，润肠通便。主治精败面黑，劳伤。肾阳虚衰所致的阳萎、遗精、早泄，女子不孕，腰膝冷痛，小便频数，夜间多尿、遗尿，以及平素体质羸弱，劳倦内伤，恶寒怕冷，四肢欠温，脾胃虚寒，脘腹隐痛，老人阳虚便秘。,nan,nan,nan,肉苁蓉4两（水煮令烂，薄切，细研），精羊肉（分为4度）。,nan,nan,nan,nan,nan,nan,上药以米煮粥，入五味。空心服之。,nan,nan
10009566,葱白当归汤,nan,nan,《外台》卷三十三引《古今录验》,妊娠腹痛，或是冷痛，或是胎动。,nan,nan,nan,葱白1虎口，当归3两。,上切。,nan,nan,nan,nan,nan,以水、酒共5升，煮取2升，分2次服，亦将小便服，相去一炊顷。,nan,nan
10009568,葱白定痛汤,nan,nan,《医略六书》卷二十八,孕妇腰痛，脉浮者。,nan,nan,nan,当归3钱，阿胶3钱（酒化），炙草5分，葱白3枚。,nan,nan,nan,nan,nan,nan,水煎，去滓，温服。,妊娠血虚不能滋荣其胎。盖胎系于肾，而腰为肾府，故腰痛不止焉。当归养血以荣经脉，阿胶补阴以益肾府，炙草缓中州和胃，葱白通阳气，安胎也。水煎，温服，俾血荣经润，则腰自得强而胎亦受其荫，何腰痛之不已者，胎孕无不自安矣。,nan
10009579,葱白汤,nan,nan,《备急千金要方》卷二,主治妊娠七月，忽惊恐摇动，腹痛，卒有所下，手足厥冷，脉若伤寒，烦热腹满短气，常苦颈项及腰背强。,nan,nan,nan,"葱白（长9～12厘米者）2茎,半夏12克,生姜2.4克,甘草,当归,黄耆各9克,麦门冬12克,阿胶12克,人参4.5克,黄芩3克, 旋复花3克。",nan,nan,nan,nan,nan,nan,上十一味，哎咀。用水1.6升，煮至800毫升，纳清酒600毫升，并将阿胶加入，煎取800毫升。每次服200毫升，日三夜一。温卧，当汗出。若不出者，加麻黄6克煮，服如前法；若秋后，勿强责汗。一方以黄雌鸡1只，割咽取血，纳酒中煮鸡，取汁以煎药。,nan,nan
10009581,葱白汤,nan,nan,《外台秘要》卷三十三引《集验方》,养血安胎。主治妊娠胎动不安，腹痛者。,nan,nan,nan,"葱白（切）6克,阿胶（炙）,当归,续断",nan,nan,nan,nan,nan,nan,上六味，切。用水2升，先煮银，取1.4升，去银，纳余药，煎取500毫升，纳胶令烊，分三服。不愈，更作服。,nan,nan
10009587,葱白汤,葱白雌鸡汤,nan,《千金》卷二,妊娠七月，忽惊恐摇动，腹痛，卒有所下，手足厥冷，脉若伤寒，烦热腹满短气，常苦颈项及腰背强。,nan,nan,nan,葱白（长3-4寸）14茎，半夏1升，生姜8两，甘草3两，当归3两，黄耆3两，麦门冬1升，阿胶4两，人参1两半，黄芩1两，旋覆花1合。,nan,nan,nan,nan,nan,nan,葱白雌鸡汤（《圣惠》卷七十六）。本方改为丸剂，名“葱白丸”（见《中国医学大辞典》）。汗不出者，加麻黄2两。,nan,nan
10009589,葱白汤,nan,nan,《陈素庵妇科补解》卷二,养肺。主治妊娠七月，胎动不安。,nan,nan,nan,川芎、当归、白芍、熟地、人参、白术、甘草、陈皮、香附、五味子、麦冬、川断、黄芩、紫苏、紫菀、葱白、黄耆。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10009590,葱白汤,nan,nan,《温氏经验良方》,七月妊娠，忽惊恐动摇，腹痛，或下粉红。,nan,nan,nan,葱白3寸，寸冬1钱，酒芩1钱，阿胶1钱，党参2钱，甘草3分，当归1钱半，黄耆1钱半。,nan,nan,nan,nan,nan,nan,上药煎3杯，每4点钟服1次，服至胎安为止。,nan,nan
10009595,葱白一物汤,葱白汤,nan,方出《圣惠》卷七十七，名见《活人书》卷十九,安生胎，落死胎。主治妊娠烦闷，热病或胎动下血及热淋。,nan,nan,nan,葱白不限多少。,nan,nan,nan,nan,nan,nan,葱白汤（《圣济总录》卷九十八）。本方方名，《普济方》引作“葱白饮”。,nan,nan
10009596,葱白益母汤,nan,nan,《胎产心法》卷中,难产。,nan,nan,nan,益母草5钱，葱头3钱。,nan,nan,nan,nan,nan,nan,上用纹银1锭，重4两，水2碗，煎1碗。服之即生。,nan,nan
