序号,方名,规范名,经典,出处,主治,功用,功用大类,功用小类,处方,炮制,方解,禁忌,化裁,附方,文献,用法用量,名家论述,备注
10012336,地黄羊脂煎,nan,nan,《外台》卷三十四引《古今录验》,产后诸病羸瘦。,nan,nan,nan,生地黄汁1升，生姜汁5升，羊脂2斤，白蜜5升。,先煎地黄汁，令余5升，下羊脂，煎减半，次下姜，次下蜜，便以铜器盛，着汤中煎令如饴状。,nan,nan,nan,nan,nan,每服以酒1升，取煎如鸡子大。投酒中饮，日3次。,nan,《千金方衍义》：地黄纯阴滋腻，能治伤中淋露；羊脂性温益津，能固肠胃虚脱；蜂蜜解毒和中，能除心腹邪气；以产母素禀燥热，故聚润剂以滋之。姜汁辛散，专行三味之腻也。
10012343,地黄饮,nan,nan,《圣济总录》卷一六三,产后短气，呼吸促迫。,nan,nan,nan,熟干地黄（焙）1两，当归（切，焙）1两，人参1两，白术1两，白茯苓（去黑皮）1两，乌药（锉）1两，沉香（锉）1两，青橘皮（汤浸，去白，焙）1两，甘草（炙，锉）1两，桂（去粗皮）1两。,如麻豆大。,nan,nan,nan,nan,nan,每服5钱匕，水1盏半，加生姜3片，大枣2枚（擘破），同煎至8分，去滓温服，日3次，不拘时候。,nan,nan
10012344,地黄饮,nan,nan,《圣济总录》卷一六O,产后血晕，心闷气绝。衄血，吐血，经闭。,nan,nan,nan,生地黄（肥嫩者）半斤。,nan,nan,nan,nan,nan,nan,上捣取自然汁。每服半盏，煎令沸服之。未效再服。,nan,nan
10012352,地黄饮,nan,nan,〈圣济总录》卷一六O,产后血晕烦闷。,nan,nan,nan,生地黄汁半盏，童便半盏。,nan,nan,nan,nan,nan,nan,上药相和，煎7分温服，相次更煎服之。,nan,nan
10012358,地黄饮子,nan,nan,《伤寒总病论》卷六,小产后，其恶露被热蒸断不行；亦治死胎不下。,nan,nan,nan,地黄汁1碗，藕汁1碗，生姜汁1盏。,nan,nan,nan,nan,nan,nan,令和暖，分3-4次温服。微有寒，煎20沸服之。,nan,nan
10012369,地黄粥,nan,nan,《寿亲养老新书》卷四,主治产后恶露不行。,nan,nan,nan,"生地黄150克（捣，绞取汁60毫升）,生姜（捣，绞取汁40毫升）,粳米（净淘）100克。",nan,nan,nan,nan,nan,nan,先将粳米煮粥，临熟下地黄及生姜汁，搅匀，空腹食之。,nan,nan
10012412,地龙散,nan,nan,《圣济总录》卷十六,风头痛及产后头痛。,nan,nan,nan,地龙（去土，炒）半两，半夏（生姜汁捣作饼，焙令干，再捣为末）半两，赤茯苓（去黑皮）半两。,上为散。,nan,nan,nan,nan,nan,每服1字至半钱匕，生姜、荆芥汤调下。,nan,nan
10012468,地榆绢煎,nan,nan,《圣惠》卷六十七,补定伤痕。主治刀刃所伤，内损大肠及两胁肋；并腹肚伤破，大便从疮口中出；及产后伤损，小肠并尿囊破，小便出无节止。,nan,nan,nan,地愉8两（洗净，捣罗为末），绢1匹（小薄者）。,上件绢，用清水洗净绢糊，用炭灰淋清汁2斗煮绢，以灰汁尽为度。绢已烂熟，擘得成片，段3寸至5寸，即取出压尽灰汁，入于清水内，洗3-5次，令去灰力尽，重入锅内，以水2斗，入地榆末煎，煮熟烂，以手指捻看，不作绢片，取入砂盆研之，如面糊得所。,nan,nan,nan,nan,nan,分减2服，用白粳米粥饮调，空心服之。服后仰卧，不得惊动转侧、言语。其余1服，至来日空心，亦用粥饮调服。其将养1月内，切须慎护。如是产后所伤，服此药绢1匹，分作4服，每服用粥饮1中盏调服之，日2次。,nan,nan
10012516,地榆饮,nan,nan,《圣济总录》卷一六一,产后恶露下多，心烦气短，食少多倦。,nan,nan,nan,地榆1两，当归（切，焙）2两，艾叶2两，人参2两，生干地黄（焙）3两，桂（去粗皮）1两。,上为粗末。,nan,nan,nan,nan,nan,每服2钱匕，以水1盏，加生姜3片，同煎至7分，去滓，空心温服。,nan,nan
10012517,地榆饮子,nan,nan,《圣惠》卷七十九,产后赤白痢，腹痛不止。,nan,nan,nan,地榆1两，当归1两（锉，微炒），酸石榴皮1两（锉，微炒），秫米1两，薤白（切）2合。,上锉和匀，分为6服。,nan,nan,nan,nan,nan,以水1大盏，煎至5分，去滓温服，不拘时候。,nan,nan
10012642,殿胞煎,殿胎煎,nan,《景岳全书》卷五十一,产后儿枕疼痛。,nan,nan,nan,当归5-7钱或1两，川芎1钱，炙甘草1钱，茯苓1钱，肉桂1-2钱或5-7分。,nan,nan,nan,nan,nan,nan,殿胎煎（《一见知医》卷一）。如脉细而寒或呕者，加干姜（炒黄色）1-2钱；如血热多火者，去肉桂，加酒炒芍药1-2钱；如脉弱阴虚者，加熟地3-5钱；如气滞者，加香附1-2钱或乌药亦可；腰痛，加杜仲1-2钱。,nan,nan
10012897,丁香丸,nan,nan,《圣济总录》卷一六三,产后呕逆，不下饮食。,nan,nan,nan,丁香半两，吴茱萸（醋炒）半两，白豆蔻（去皮）3分，桂（去粗皮）3分，陈橘皮（去白，焙）1两，诃黎勒（煨，去核）1两，木香1分。,上为末，研匀，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服20丸，桃仁、醋汤送下，不拘时候。,nan,nan
10012952,定崩四物汤,nan,nan,《医略六书》卷三十,去瘀生新，止血定崩。主治产后风湿袭于冲任，不能去瘀生新，以致崩漏如豆汁，腹胁阵痛，脉浮涩微数。,nan,nan,nan,"生地15克（炒松）,白芷4.5克（炒黑）,白芍4.5克（醋炒）,川芎3克 ,当归9克（醋炒）,蒲黄9克（炒炭）,阿胶9克（血余炭炒）,小蓟根9克。",nan,nan,nan,nan,nan,nan,水煎，去滓温服。,nan,nan
10012958,定喘保生汤,nan,nan,《陈素庵妇科补解》卷五,产后败血冲肺，面黑发喘。,nan,nan,nan,肉桂1钱，陈皮1钱，红花1钱，干漆1钱（炒烟尽），当归（酒洗）1钱，泽兰1钱，黑荆芥1钱，川芎8分，生地2钱，蒲黄1钱5分，赤芍1钱5分。,nan,nan,nan,nan,nan,nan,桔梗、葱白、生姜为引，水煎服。,nan,是方用蒲黄、红花、干漆以逐瘀行血；而以肉桂之辛热补之；泽兰、荆芥以祛产后之风热，荆芥达于上，泽兰引于下；而以陈皮之苦辛温佐之；加四物以养血，瘀祛则新生；入桔梗、姜、葱者，引以入肺也。
10013034,定惊琥珀散,nan,nan,《医略六书》卷三十,产后惊悸，脉虚涩者。,nan,nan,nan,琥珀3两，当归3两，乳香1两半，辰砂1两半。,上为散。,nan,nan,nan,nan,nan,每服3钱，金箔汤送下。,nan,产后心虚血滞，不能营运乎心，而心神失养，故惊而且悸不宁焉。琥珀安神散瘀，以通心气，当归养血归心以荣心血，乳香活血通心，辰砂镇心安神也。为散，金箔汤下，使瘀血消化，则新血自生，而心神得养，心气自雄，焉有惊悸之患乎。
10013078,定气饮,nan,nan,《产孕集》卷下,产后血晕，昏闷烦乱，卒然晕倒，口张手撒，遗尿鼾声，四肢厥冷，寸口脉微细散乱，或伏匿不至，正气大虚，微阳欲脱，阴离阳决，危在俄顷。,nan,nan,nan,人参3钱，白术3钱，阿胶3钱，炮姜1钱，熟附子1钱，大枣5个，炒粳米1撮。,nan,nan,nan,nan,nan,nan,浓煎，分2服，温进。,nan,nan
10013083,定神汤,nan,nan,《产科心法》卷下,安神补虚。主治产后癫证，狂言谵语，或乍见鬼神，甚有不避亲疏，不知羞耻者。,nan,nan,nan,人参1钱，熟地3钱，当归2钱，茯神2钱，附子5分，肉桂3分，泽兰3钱，郁金1钱，龙齿8分，橘红8分。,nan,nan,nan,nan,nan,nan,用生铁秤砣烧红淬水煎服。,nan,nan
10013120,定痛救产汤,nan,nan,《石室秘录》卷六,产后血崩不止。,nan,nan,nan,人参1两，当归1两，黄耆1两，白术1两，三七根末3钱。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10013131,定痛散,nan,nan,《产乳备要》,产后恶血不止，腹内热痛不可忍，及儿枕未定。,nan,nan,nan,当归（切，焙）2两，芍药2两，桂心1两。,上为末。,nan,nan,nan,nan,nan,每服2钱，水、酒共1盏，加生姜1块，如弹子大（拍破），同煎至6分，去滓温服。,nan,nan
10013261,冬地百部饮,nan,nan,《中医妇科治疗学》,养阴润肺。主治产前身体素弱，宿有潮热咳嗽，间或咯血；产后潮热加剧，面热颧赤，手足心热，头晕耳鸣，咳嗽痰少，唇燥舌红，苔黄口干，脉虚数。,nan,nan,nan,干地黄4钱，天麦冬3钱，广百部3钱，生枇杷叶5钱，浙贝3钱，女贞子3钱，旱莲草3钱，苇根3钱。,nan,nan,nan,nan,nan,nan,水煎，微温服。舌上无苔，舌质嫩红，加生谷芽5钱，山药3钱。,nan,nan
10013264,冬瓜拔刀,nan,nan,《圣济总录》卷一九O,产后血壅消渴，日夜不止。,nan,nan,nan,冬瓜（研取汁）3合，小麦面4两，地黄汁3合。,nan,nan,nan,nan,nan,nan,上药一处搜和如常面，切为拨刀。先将(鹿章)肉4两细切，用五味调和煮汁熟，却滤去肉取汁，下拨刀面煮令熟，不拘多少，任意食之。,nan,nan
10013309,冬麻子粥,nan,nan,《圣惠》卷九十七,益气健脾，利小便。主治产后腹中积血，及中风汗出。,nan,nan,nan,冬麻子1合（以水研取汁3升），薏苡仁1合（捣碎），粳米2合。,nan,nan,nan,nan,nan,nan,上用冬麻子汁，煮2味作粥。空心食之。,nan,nan
10013344,都梁丸,芷弹丸（《普济方》卷四十五）。,nan,《百一选方》卷九,祛风散寒。主治诸风眩晕，妇人产前产后，乍伤风邪，头目昏重及血风头痛；暴寒乍暖，神思不清，伤寒头目昏晕。,nan,nan,nan,香白芷（大块，择白色新洁者，先以棕刷刷去尘土，用沸汤泡洗四五遍）,上药研为细末，炼蜜和丸，如弹子大。,nan,nan,nan,nan,nan,每服1丸，多用荆芥点腊茶细嚼下。食后常服，诸无所忌，只干嚼咽亦可。,nan,nan
10013397,豆酒,大豆汤、大豆煎,nan,方出《肘后方》卷三，名见《外台》卷二十引《范汪方》,风气水肿，及妇人新产受风，短气咳嗽。卒身面肿满风虚，水气肿。男子女人新久肿，得暴恶风入腹，妇人新产上圊，风入脏，腹中如马鞭者，嘘吸短气，咳嗽。,nan,nan,nan,大豆1升。,nan,nan,nan,nan,nan,nan,大豆汤（《医心方》卷十引《小品方》）、大豆煎（《千金》卷二十一）。,nan,nan
10013406,豆蔻分气饮,nan,nan,《三因》卷十一,脏腑虚寒，泄泻瘦极，及妇人产后洞泄危笃者。,nan,nan,nan,藿香叶4两，草豆蔻仁4两，青皮4两，甘草（炙）半两，丁香半两，肉豆蔻（炮）10两，乌梅50个（去仁）。,上锉散。,nan,nan,nan,nan,nan,本方方名，《普济方》引作“豆蔻分气散”。,nan,nan
10013409,豆蔻藿香汤,nan,nan,《医方类聚》卷八十九引《施圆端效方》,脾胃诸虚百损，气血劳伤，阳气久衰，下寒阴汗，中脘停痰，心腹痞闷，疼痛呕哕，减食困倦，泄泻肠滑，因病虚损，正气不复，妇人月信不匀，产后产前诸病，一切阴盛阳虚之证。,nan,nan,nan,藿香叶1分，桂花1分，甘松1分，陈皮（去白）5两，干姜（炮）5两，川芎2两，白芷2两，白术2两，益智1两，肉豆蔻1两，缩砂仁1两，人参1两，红豆1两半，茯苓（去皮）1两半，官桂1两半，五灵脂1两半，枇杷叶1两半，芍药1两半，苍术（净炒）半斤，甘草（炒）5两半，桔梗2两半，当归3两（焙），木香半两，厚朴（姜制）4两半。,上为细末。,nan,nan,nan,nan,nan,每服2钱，浓煎生姜枣汤调下，食前，日进2服；或姜、枣同煎，和滓服亦妙。,nan,nan
10013411,豆蔻理中丸,nan,nan,《丹溪心法附余》卷二十一,产后元气虚弱，脐腹疼痛，泄泻不止；又治男子脾胃虚弱，久泄不止。,nan,nan,nan,人参1两，白术2两，干姜5分，甘草（炙）5分，肉豆蔻7钱（面裹煨）。,上为细末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服40-50丸，空心米汤送下；酒煮面糊为丸亦可。,nan,nan
10013478,豆淋酒,紫汤,nan,《鸡峰》卷十六,产后诸风。,nan,nan,nan,羌活1两，黑豆半升（炒热）。,以酒1升，先煮羌活5-6沸，去羌活，乘热沃在所炒豆上，煎3-5沸，倾入瓷器中，以纸盖。,nan,nan,nan,nan,nan,nan,nan,nan
10013480,豆麦饮,nan,nan,方出《千金》卷三，名见《产孕集》卷下,产后赤白下痢，久不断，身面悉肿。产后泄痢，多因脾虚感寒，杂下五色，或赤白脓血。日十数行，腹痛困顿，久不巳者。,nan,nan,nan,大豆1升（微熬），小麦1升，吴茱萸半升，蒲黄1升。,nan,nan,nan,nan,nan,nan,以水9升，煮取3升，去滓，分3服。亦可以水5升，酒1斗，煮取4升，分4服。,nan,nan
10013492,豆真丸,nan,nan,《普济方》卷二五二,中蛊不深，久之变为鬼疟，或中气结邪，或胸藏痰癖，或口中血出，或中恶，或惊魇，或邪入在里，或产妇胎衣不下，或生马刀肿痈，处女经水不调。,nan,nan,nan,女青2两半，兰草1两，白百合1两，丹砂（研）1两，犀角（镑）半两，马先蒿半两，皂角（酥炙，去皮子）半两，（艹闾）茹半两，巴豆10粒（去皮心，炒，压去油，研）。,上除别研外，捣罗为末，炼蜜为丸，如绿豆大。,nan,nan,nan,nan,nan,每服10丸，夜半冷水送下。,nan,nan
10013521,独参汤,nan,nan,《校注妇人良方》卷三,元气虚弱，恶寒发热，或作渴烦躁，痰喘气促；或气虚卒中，不语口噤；或痰涎上涌，手足逆冷；或难产，产后不省，喘息。,nan,nan,nan,好人参2两或3-4两，炮姜5钱。,nan,nan,nan,nan,nan,nan,水煎，徐徐服。如不应，急加炮附子。,nan,nan
10013533,独行散,nan,nan,《云岐子保命集》卷下,行血逐瘀。主治产后瘀血冲心，血晕昏迷不省。,nan,nan,nan,五灵脂（半生半炒）60克。,上为细末。,nan,nan,nan,nan,nan,每次6克，温酒调下。口噤者，撬开口灌之。,nan,nan
10013535,独行散,独得散,nan,《云歧子保命集》卷下,产后血晕，昏迷不省，冲心闷绝；妇人产后血冲心动，及男子血气心腹痛。,nan,nan,nan,五灵脂（半生半炒）2两。,上为细末。,nan,nan,nan,nan,nan,独得散（《良方汇选》卷上）。本方改为丸剂，名“独行丸”（见《丹溪心法》）。,nan,nan
10013542,独活当归汤,当归独活汤,nan,方出《千金》卷三引《小品方》，名见《普济方》卷三五O,产后中柔风，举体疼痛，自汗出。,nan,nan,nan,独活8两，当归4两。,nan,nan,nan,nan,nan,nan,当归独活汤（《医略六书》卷三十）。,《医略六书》：产后血虚亏乏，风邪袭入经中，营血不能灌溉，故肢体不仁，疼痛不止。当归养血以荣经脉，独活祛邪以除痹痛。水、酒合煎，使荣气内充，风邪外解，而经脉清和，营血溉注，焉有肢体不仁，疼痛不愈乎？,nan
10013544,独活防风散,nan,nan,《圣济总录》卷一六一,产后柔风。,nan,nan,nan,独活（去芦头）2两，防风（去叉）2两，牛膝（去苗）1两半，当归（切，焙）1两，芍药1两，秦艽（去苗土）1两，白术1两。,上为散。,nan,nan,nan,nan,nan,每服3钱匕，空心豆淋酒调下，1日3次。,nan,nan
10013548,独活葛根汤,独活汤,nan,《外台》卷十四注文引《范汪方》,中柔风，身体疼痛，四肢缓弱欲不随，产后中柔风。恶风毒气，脚弱无力，顽痹，四肢不仁，失音不能言，毒气冲心。,nan,nan,nan,独活3两，桂心3两，干地黄3两，葛根3两，芍药3两，生姜6两，麻黄（去节）2两，甘草（炙）2两。,上切。,nan,nan,nan,nan,nan,独活汤（《千金》卷七）。方中独活，原作羌活，据《千金》改。,nan,nan
10013551,独活寄生汤,nan,nan,《宋?太平惠民和剂局方》,治肾气虚弱，腰背疼痛，此病因卧冷湿地当风所得，不时速治，流入脚膝，为偏枯冷痹，缓弱疼重。或腰痛脚重、挛痹，宜急服此。并治新产腹痛，不得转动，及腰脚挛痛痹弱，不得屈伸。近人将治历节风并脚气流注，甚有效。此汤最能除风消血。《肘后方》有附子一枚，无寄生、人参、甘草、当归。,nan,nan,nan,独活三两，桑寄生（《古今录验》用续断，即寄生亦名，非正续断）、当归（酒浸.焙干）、白芍药、熟地、黄蓍（酒浸.蒸）、牛膝（去芦.酒浸）、细辛（去苗）、白茯苓（去皮）、防风（去芦）、秦艽（去土）、人参、桂心（不见火）、川芎、杜仲（制炒断丝）、甘草（炙），各二两。,上为散。,nan,nan,nan,nan,nan,每服四大钱，水一盏半，煎七分，去滓，空心服。气虚下痢，除地黄。,nan,nan
10013553,独活寄生汤,nan,nan,《妇科胎前产后良方注评》,产后腿脚无力，不能动履。,nan,nan,nan,独活8分，桑寄生8分，牛膝8分，木瓜、薏米8分，秦艽6分，续断8分，当归尾8分，生地6分，茯苓8分，芍药（炒）5分，焦杜仲8分，甘草5分。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10013554,独活寄生汤,nan,nan,《医略六书》卷三十,产后脚气疼痛，脉虚涩弦浮者。,nan,nan,nan,熟地5钱，独活1钱半，当归3钱，官桂1钱半，白芍1钱半（酒炒），川芎1钱，茯苓3钱，杜仲3钱（酒炒），牛膝3钱（酒炒），桑寄生3钱（酒炒）。,nan,nan,nan,nan,nan,nan,水煎，去滓温服。,产后血室空虚，邪气陷伏而下注于脚，故脚弱疼痛，谓之脚气。熟地补血以荣肝肾，独活疏邪以宣通经络，当归养血荣经，白芍敛阴和血，川芎行血中之气，官桂散营中之寒，茯苓渗湿和脾，杜仲强腰补肾，寄生祛痹强腰脚，牛膝下行壮筋骨。水煎温服，使血气内充，则筋脉滋荣而寒邪自散。,nan
10013556,独活寄生汤,独活汤、万金汤,nan,《医医偶录》卷一,产后腰痛，上连脊背，下连腿膝。,nan,nan,nan,独活1钱，桑寄生1钱，防风1钱，秦艽1钱，威灵仙1钱，牛膝1钱，茯苓1钱，桂心5分，细辛3分，炙草3分，当归2钱，金毛狗脊2钱。,上为细末。,nan,nan,nan,nan,nan,独活汤（《圣济总录》卷一六二）、万金汤（《朱氏集验方》卷一）。本方改为丸剂，名“独活寄生丸”（见《全国中药成药处方集》）。,1.《医方集解》：此足少阳、厥阴药也。独活、细辛入少阴，通血脉，偕秦艽、防风疏经升阳以祛风；桑寄生益气血，祛风湿，偕杜仲、牛膝健骨强筋而固下；芎、归、芍、地所以活血而补阴；参、桂、苓、草所以益气而补阳。辛温以散之，甘温以补之，使血气足而风湿除，则肝肾强而痹痛愈矣。,方中独活、秦艽、防风、细辛祛风除湿，散寒止痛；杜仲、牛膝、寄生补肝肾，强筋骨，祛风湿；当归、熟地、白芍、川芎养血和血；人参、茯苓、甘草补气健脾；桂心温通血脉。诸药合用，共奏祛风湿，止痹痛，补肝肾，益气血之功。
10013569,独活酒,金牙酒,nan,《千金》卷三,产后中风，言语謇涩，腰强直。,nan,nan,nan,独活1斤，桂心3两，秦艽5两。,用好酒四大盏煎。,nan,nan,nan,nan,nan,饮5合，稍加至1升，不能多饮，随性服。,nan,nan
10013575,独活汤,nan,nan,《圣济总录》卷一六一,产后中风，或虚汗多，困乏，体热头痛。,nan,nan,nan,独活（去芦头）1两半，白鲜皮半两，羌活（去芦头）1两，人参1两。,上为粗末。,nan,nan,nan,nan,nan,每服3钱匕，以水7分，酒3分，同煎7分，去滓温服，不拘时候。,nan,nan
10013576,独活汤,nan,nan,《医心方》卷二十三引《产经》,产后诸风，肿气百病。,nan,nan,nan,独活2两，当归2两，常陆2两，白术2两。,nan,nan,nan,nan,nan,nan,上以水1斗，煮取4升服。覆取汗。,nan,nan
10013605,独活饮,nan,nan,《圣济总录》卷一六二,产后中风偏枯，半身不收，麻痹不仁。,nan,nan,nan,独活（去芦头）1两，杜仲（去粗皮，切，炒）1两，牛膝（去苗，酒浸，焙）1两，桂（去粗皮）1两，细辛附子（炮裂，去皮脐）1两，芍药1两，当归（切，焙）1两，秦艽（去苗土）1两，麻黄（去根节）1两。,上锉，如麻豆大。,nan,nan,nan,nan,nan,每服3钱匕，以水1盏，煎至7分，去滓温服，不拘时候。,nan,nan
10013608,独活煮散,nan,nan,《圣济总录》卷一六一,产后中风。,nan,nan,nan,独活（去芦头）1两，当归（切，焙）3分，赤芍秦艽（去苗土）3分，桂（去粗皮）3分，生干地黄（焙）3分，黑豆2合。,上（口父）咀，如麻豆大。,nan,nan,nan,nan,nan,每服5钱匕，以水1盏半，加生姜3片，同煎至8分，去滓温服，1日2次。,nan,nan
10013611,独活紫汤,独活酒、大豆紫汤、独圣散、独活汤、独活紫酒、豆淋独活酒、大豆子酒、大豆紫酒。,nan,《千金》卷三,补肾去风，消血结。主治中风头眩，恶风自汗，吐冷水，产后百病，中风痱，痉，背强，口噤直视，烦热。,nan,nan,nan,独活1斤，大豆5升，酒1斗3升。,nan,nan,nan,nan,nan,nan,独活酒（《圣济总录》卷六）、大豆紫汤（《三因》卷七）、独圣散（《杨氏家藏方》卷十六）、独活汤（《妇人良方》卷十九引《指迷方》）、独活紫酒（《医方类聚》卷二三一引《胎产救急方》）、豆淋独活酒（《医方类聚》卷二三八引《经验方》）、大豆子酒（《明医指掌》卷九）、大豆紫酒（《医钞类编》卷十七）。,《千金方衍义》；独活专去风毒，加于大豆紫汤中，制其苦燥之性，深得刚柔兼济之妙用。终嫌燥血，须百日外用之。若新产暴虚，恐非所宜。,nan
10013655,独圣散,nan,nan,《陈素庵妇科补解》卷五,产后劳伤，经血虚损，或分娩时血去不尽，在于腹中脏腑挟于宿冷，冷则血欲行而或阻，恶露淋沥不绝者。,nan,nan,nan,醉芩、生地、川断、白芍、川芎、艾、牡蛎、伏龙肝、当归、黄耆、地榆、甘草、陈皮、熟地。,nan,nan,nan,nan,nan,nan,nan,是方芎、归、芍、生地、熟地、艾、断以补血，黄耆、陈皮、甘草以补气，伏龙肝之温，牡蛎之涩，地榆、醉芩之凉，以止淋沥。产后经血虚损而致者，服之有效。若脏腑挟宿冷者，榆、芩二味恐不宜入。,nan
10013659,独圣散,nan,nan,《金鉴》卷三十,产后心腹绞痛欲死，或血迷心窍，不省人事。,nan,nan,nan,南山楂肉（炒）1两。,nan,nan,nan,nan,nan,nan,水煎，用童便沙糖和服。,山楂不惟消食健脾，功能破瘀止儿枕痛；更益以沙糖之甘，逐恶而不伤脾；童便之咸，入胞而不凉下。相得相须，功力甚伟。,nan
10013663,独圣汤,nan,nan,《症因脉治》卷四,小儿下红积，及产妇血痢。,nan,nan,nan,楂肉1斤（研末）。,nan,nan,nan,nan,nan,nan,每次2两，煎汤服。,nan,nan
10013665,独圣汤,nan,nan,《妇人良方》卷二十引京师祝景助教方,产后亡血过多，心腹彻痛，然后血下，久而不止，及赤白带下，年深诸药不能疗者。,nan,nan,nan,贯众（状如刺猬者）1个（全用，不锉断，只揉去毛花萼）。,用好醋蘸湿，慢火炙令香熟，候冷，为细末。,nan,nan,nan,nan,nan,每服2钱，空心、食前米饮调下。,nan,nan
10013690,独胜汤,nan,nan,《圣济总录》卷一六二,产后气虚，头痛不可忍。,nan,nan,nan,附子大者1枚（炮裂，去皮脐）。,上锉，如麻豆大。,nan,nan,nan,nan,nan,每服3钱匕，水1盏，加生姜3片，大枣1枚（擘），同煎至7分，去滓温服，不拘时候。,nan,nan
10013707,独黝散,nan,nan,《产科发蒙》卷三,产后崩漏，经血不止及诸血。,nan,nan,nan,莲房不拘多少（烧存性）。,上为细末。,nan,nan,nan,nan,nan,每服1-2钱，白汤送下。,nan,nan
10013723,杜牛膝丸,nan,nan,《医略六书》卷三十,产后胞阻溺闭，脉沉者。,nan,nan,nan,杜牛膝3两，甜肉桂1两半，瞿麦穗3两，当归尾3两，白通草1两半，冬葵子3两，飞滑石3两。,上为末，蜜为丸。,nan,nan,nan,nan,nan,每服3钱，童便煎，去滓温服。,产后胞满气壅，阻塞膀胱窍道，故不能化气，而小便不通，胀急，危迫莫甚，牛膝去瘀血以利便，桂心暖瘀血以通闭，瞿麦穗降气通小便，当归尾破血下瘀结，通草利小便，滑石通利膀胱，冬葵子滑利窍道以下出胞衣也，蜜丸以润之，童便以降之，使气化溺通则胞门无阻而胞衣自出，何患胀急不退，危迫不安乎。,nan
10013731,杜仲浸酒,杜仲酒,nan,《圣惠》卷七十九,产后脏虚，腰间疼痛，肢节不利。,nan,nan,nan,杜仲2两（去粗皮，炙微黄，锉），桂心1两，丹参1两，当归牛膝1两，桑寄生1两，附子1两（炮裂；去皮脐），熟干地黄1两，川椒半两（去目及闭口者，微炒）。,上锉细，以生绢袋盛，用好酒一斗，瓷瓶中浸，经7日，密封后开取。,nan,nan,nan,nan,nan,杜仲酒（《普济方》卷三五一）。,nan,nan
10013743,杜仲散,nan,nan,《圣惠》卷七十九,产后伤虚，腰间疼痛，四肢少力，不能饮食。,nan,nan,nan,杜仲1两（去粗皮，炙微黄，锉），熟干地黄1两，桂心半两，附子1两（炮裂，去皮脐），五味子3分，续断石斛1两（去根，锉），当归3分（锉，微炒），1两（锉），牛膝半两（去苗），木香1两。,上为散。,nan,nan,nan,nan,nan,每服4钱，以水1中盏，加生姜半分，大枣3枚，煎至6分，去滓，食前温服。,nan,nan
10013884,夺门丹,nan,nan,《石室秘录》卷四,产妇交骨不开。,nan,nan,nan,柞木枝1两，当归2两，川芎1两，人参1两。,nan,nan,nan,nan,nan,nan,本方方名，《梅氏验方新编》引作“加味神柞饮”。,nan,nan
10013889,夺命丹,nan,nan,《产育宝庆集》卷上,破血逐瘀。主治产后胞衣不下，血上冲心，心痛胸闷，喘促头汗；或胎死腹中。,nan,nan,nan,"附子15克（炮，去皮、脐）,牡丹皮30克, 干漆7.5克（捣碎，炒烟尽）,大黄末30克。",上药为末，用酽醋200毫升同熬成膏，丸如梧桐子大。,nan,nan,nan,nan,nan,温酒下5～7丸。,nan,nan
10013904,夺命还真丹,神效夺命还真丹,nan,《医方类聚》卷二十四引《施圆端效方》,一切瘫痪，中风癞病，将死不救，洗头风，惊痫吐涎，暗风血风，妇人产前产后血气不调，及诸筋骨节疼痛。,nan,nan,nan,天麻1两半，人参1两半，木香1两半，白术1两半，菟丝子1两半，藁本（去土）1两半，川独活1两半，川芎1两半，白僵蚕（炒）1两，黄芩1两，全蝎（去毒）1两，半夏（姜制）1两，熟地黄（焙）1两，蔓荆子1两，甘草（炒）1两，桂1两，生地黄1两，地骨皮1两，薄荷叶1两，黄连（净）1两，菊花1两，防风2两，茴香（炒）2两，山药2两，杜仲（炒丝断）2两，茯苓2两，柴胡（茸）2两，桔梗2两，陈皮（去白）2两，枳壳（炒，去瓤）2两，石膏2两，当归（焙）2两，羌活3两，白芍药2两半，麻黄（去节）2两半，细辛（去叶）半两，蛤,上为细末，炼蜜为丸，每两作10丸。,nan,nan,nan,nan,nan,神效夺命还真丹（《解围元薮》卷三）。《解围元薮》本方用法：遍身筋骨痛及心气痛不省人事，热醋汤下；冷风寒湿气顿抽掣走注，叫号日夜不安，黑豆炒焦烹酒下。,nan,nan
10013940,夺命丸,夺命丹,nan,《医统》卷八十五,产妇血寒凝滞，胎衣不下。,nan,nan,nan,牡丹皮8钱，干膝3钱，黑附子3钱，当归尾3钱，大黄（为末，好醋熬膏）8钱。,上为末，以大黄膏同鸡子白捣匀为丸，如梧桐子大。,nan,nan,nan,nan,nan,夺命丹（《灵验良方汇编》卷三）。,nan,nan
