序号,方名,规范名,经典,出处,主治,功用,功用大类,功用小类,处方,炮制,方解,禁忌,化裁,附方,文献,用法用量,名家论述,备注
10005920,补阳固带长生延寿丹,nan,nan,《中国医学大辞典》引彭祖方,常服除百病，益气延年。主治劳嗽、久嗽、久喘、吐血、寒劳，遗精白浊，阳事不举，下元极弱，精神失常，痰膈等疾。妇人赤白带下，久无生育，子宫极冷。,nan,nan,nan,人参7钱，附子7钱，胡椒7钱，夜明砂5钱，五灵脂5钱，没药5钱，虎骨5钱，蛇骨5钱，龙骨5钱，白附子5钱，朱砂5钱，麝香5钱，青盐4钱，茴香4钱，丁香3钱，雄黄3钱，乳香3钱，木香3钱。,nan,nan,nan,nan,nan,nan,妇人灸脐，去麝香，加韶脑一钱。,nan,nan
10006032,补阴益气汤,nan,nan,《嵩崖尊生》卷十四,带下，素气血虚弱者。,nan,nan,nan,熟地1钱半，山萸1钱，黄耆1钱，人参1钱，白术1钱，当归1钱，山药8分，陈皮8分，丹皮6分，茯苓6分，炙草5分，升麻3分，泽泻3分。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10006194,布膏药,nan,nan,《青囊秘传》,男子艰嗣，梦遗精滑，妇人半产漏下，白带及跌打损伤，遍身筋骨疼痛，腰脚酸痛，足膝无力，左瘫右痪，水泻痢疾，手足麻痹，腰胁气痛，哮喘咳嗽，症瘕痞癖，心腹肚痛，呕吐，木肾疝气，偏正头风，漏肩鹤膝，疟疾，瘀血作痛。,nan,nan,nan,生地3钱，当归3钱，首乌3钱，川芎3钱，川断3钱，红花3钱，加皮3钱，川草乌3钱，茅术3钱，良姜3钱，官桂3钱，香附3钱，乌药3钱，枳壳3钱，陈皮3钱，柴胡3钱，白芷3钱，羌独活3钱，灵仙3钱，麻黄3钱，莪术3钱，三棱3钱，寄奴3钱，荆芥3钱，防风3钱，赤芍3钱，青皮3钱，桃红3钱，川军3钱，牙皂3钱，藁本3钱，连翘3钱，南星3钱，山奈3钱，姜半夏3钱，海风藤3钱，甘松3钱，细料方：麝香1钱，附子2钱，冰片5分，洋樟3钱，木香3钱，肉桂1钱，乳没药3钱，细辛3钱，阿魏3钱，八角3钱，茴香3钱（共研末）。,麻油4斤，入药煎枯，下净血余3两，溶化，再下飞广丹30两，熬膏。再下后细料药，搅匀用之。,nan,nan,nan,nan,nan,筋骨疼痛，腰腿酸软，四肢无力，贴两膏盲及肾俞；男子艰嗣，梦遗精滑，贴命门；妇女漏下半产，白带，贴子宫穴；左瘫右痪，手足麻木，贴肩井、曲池、环跳；跌打损伤，贴痛处；鹤膝风，贴膝眼；赤白痢疾，贴丹田；漏肩风，贴肩井；胁肋气痛，贴期门、章门；大、小疟疾，贴肺俞；心腹痛、呕吐，贴中脘；症瘕痞癖，贴痛处、气海；哮喘咳嗽，贴肺俞，中脘；木肾疝气，贴丹田、肾俞；瘀血作痛，贴丹田、气海；腰背疼痛、偏正头风，贴太阳、风门。,nan,nan
10006346,参莲艾附汤,nan,nan,《中医妇科治疗学》,养心补气。主治气虚白带，久下不止，面色苍白，四肢清冷，心悸气短，小便频数，舌苔花白，脉沉微。,nan,nan,nan,党参5钱，莲米3钱，芡实3钱，茯神4钱，艾叶（炒焦）3钱，附片4钱，层故纸2钱，银杏3钱。,nan,nan,nan,nan,nan,nan,水煎，温服。,nan,nan
10006379,参苓愈带汤,nan,nan,《顾氏医径》卷四,白带。,nan,nan,nan,人参、云苓、白术、山药、白芍、车前、柴胡、苍术、甘草、陈皮、黑荆芥。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10006461,参茸补血露,nan,nan,《全国中药成药处方集》（沈阳方）,补血益精。男服补精种子，女服调经受孕。主治妇女气滞血亏，经闭经漏，赤白带下，腰腿酸痛，干血痨症。,nan,nan,nan,当归5钱，川芎4钱，丹参1两，鹿茸2钱，枸杞3钱，五味子3钱，豆蔻3钱，焦术5钱，莲肉5钱，茯神4钱，远志5钱，节菖蒲5钱，甘草4钱，首乌4钱，生地5钱。,上药以绢袋盛贮，用烧酒5斤，白糖5斤同置罐中，封口，放锅中滚水煮至3小时，止火待凉，置阴地3日出火毒，5日后即可去药用酒。,nan,虚而有热者忌服。,nan,nan,nan,nan,nan,nan
10006551,参燕百补丸,nan,nan,《中国医学大辞典》,益髓添精，壮水制火，补气养血，宁心滋肾。主治病后或戒烟后身体羸弱，诸虚百损，劳伤咳嗽，腰膝酸软，心悸不寐，头晕耳鸣，阳痿带下。,nan,nan,nan,人参须1钱（另研），燕窝（另研）2钱，明党参2钱，潞党参2钱，麦门冬2钱，玉竹2钱，茯苓2钱，女贞子2钱，杜仲2钱，象贝母2钱，使君子2钱，桑椹3钱，牡蛎（煅）3钱，罂粟壳4钱，甘草（炙）4钱，广皮1钱5分，鹤虱1钱5分，沉香（后入）5分，红枣1两，冰糖2两（化水）。,上为细末，红枣煎汤，冰糖化水泛丸，如绿豆大。或上药煎浓汁，去滓，入参燕汁，再入冰糖收成膏，名“参燕百补膏”。,nan,nan,nan,nan,nan,每服3-4钱，熟汤化下，春、夏宜丸服，秋、冬宜膏服。,nan,nan
10006614,苍柏樗皮丸,nan,nan,《医学入门》卷八,肥人湿痰所致白带。,nan,nan,nan,黄柏、樗皮、海石、半夏、南星、川芎、香附、苍术、干姜各等分。,上为末，醋糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服50-60丸，白汤送下。如暑月，去干姜，加滑石。,nan,nan
10006616,苍柏辛芎散,nan,nan,方出《丹溪心法》卷五，名见《医学入门》卷八,妇人上有头风鼻涕，下有白带。,nan,nan,nan,南星、滑石、半夏、苍术、柏皮（炒）、川芎、辛夷、牡蛎粉（炒）、酒芩。,nan,nan,nan,nan,nan,nan,上(口父)咀。水煎，去滓，食前服。,nan,nan
10006675,苍曲樗皮丸,nan,nan,《济阴纲目》卷三,带下。,nan,nan,nan,椿根皮2两，芍药1两半，苍术1两，神曲（炒）1两，麦皮曲（炒）1两，黄柏（炒）1两，滑石半两，枳壳半两。,上为末，粥为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服50丸，空心米饮送下。,nan,nan
10006676,苍莎导痰丸,nan,nan,《万氏女科》卷一,开痰散结，祛湿解郁。主治痰湿俱盛，数月而经一行者，亦治湿痰白带。,nan,nan,nan,"苍术,香附各60克,陈皮,白茯苓各45克,枳壳,半夏,南星,炙草各30克。",用生姜自然汁浸蒸为丸。,nan,nan,nan,nan,nan,每服10克，淡姜汤送下。,nan,nan
10006716,苍术散,二妙苍柏散（《医学入门》卷七）。,nan,《世医得效方》卷九,清热燥湿。主治湿热下注，下肢酸软无力，足膝红肿热痛，带下色黄而臭，阴部湿疮，小便短赤，舌苔黄腻者。,nan,nan,nan,"苍术（米泔浸一日夜，盐炒）,黄柏（去粗皮，酒浸一日夜，炙焦）各120克。",上药锉散。,nan,nan,nan,nan,nan,每服12克，用水150毫升；煎至100毫升，温服，日进三四服。,nan,nan
10006914,侧柏樗皮丸,nan,nan,《医学入门》卷八,白带，因七情所伤而脉数者。,nan,nan,nan,樗皮2两，侧柏叶（酒蒸）5钱，黄柏5钱，黄连5钱，香附1两，白术1两，白芍1两，白芷（烧存性）3钱。,上为末，粥为丸。,nan,nan,nan,nan,nan,米饮送下。,《济阴纲目》：椿根皮性凉而燥，湿热盛者宜之；以脉数而用黄连、侧柏；不用苍术，为其燥性多也；烧白芷入阳明而有涩止之能；白术补中气而有培土之妙。其它不言喻矣。,nan
10006915,侧柏地榆汤,nan,nan,《济阴纲目》卷三,赤白带下，以致不能成孕。,nan,nan,nan,黄耆1钱，侧柏叶1钱，地榆1钱，乌贼骨1钱，白僵蚕1钱，牡蛎（用盐泥固济，火煨透，去泥研）1钱，白芷1钱2分，肉苁蓉（酒浸）1钱2分，蛇床子1钱2分。,上锉。,nan,nan,nan,nan,nan,加生姜3片，水煎，半饥时服。,主治闭藏者肾，若滑脱者，肾气不固也。牡蛎咸寒而益肾；蛇床子辛温而壮气；其清而燥涩者，侧柏叶、地榆、乌贼；其温而补气者，则黄耆、苁蓉；若白芷行阳明于血海，僵蚕散结气以消痰。,nan
10006929,侧柏丸,nan,nan,《经验女科》,胎前赤带如猪肝水。,nan,nan,nan,侧柏叶4两，黄芩4两。,上为末，蜜为丸。,nan,nan,nan,nan,nan,每服100丸，白汤送下。,nan,nan
10007375,柴术六君汤,nan,nan,《叶氏女科》卷一,肥人气虚生痰，多下白带。,nan,nan,nan,人参2钱，白术（蜜炙）2钱，茯苓2钱，甘草（蜜炙）2钱，陈皮2钱5分，半夏（制）2钱5分，苍术2钱5分，柴胡2钱，升麻（炒）5分，生姜3片。,nan,nan,nan,nan,nan,nan,水煎，空心服。,nan,nan
10007698,朝元散,nan,nan,《古今医鉴》卷十一,赤白带下，腹脐冷痛，子宫虚寒。,nan,nan,nan,白芷、陈皮、厚朴、枳壳、桔梗、川芎、白芍、当归、茯苓、苍术、半夏、干姜、官桂、香附、吴茱萸、小茴香、甘草。,上锉1剂。,nan,nan,nan,nan,nan,加生姜3片，大枣1枚，水煎，空心服。一方加乳香、没药各2钱半，乌药1两，酒煎，入米糖1斤，早晚随量饮酒。,nan,nan
10007750,车前汤,nan,nan,《圣济总录》卷一五三,经血暴下，兼带下。,nan,nan,nan,车前子1分，淡竹叶1分，黄芩（去黑心）1分，阿胶（炙燥，杵碎）1分，生地黄1分。,nan,nan,nan,nan,nan,nan,上5味，将4味(口父)咀。以水2盏，煎至1盏，下胶，搅烊，顿服。,nan,nan
10007956,沉香保生丸,nan,nan,《普济方》卷二一七引《德生堂方》,固精气，益精髓，驻颜色，安魏定魄，延年不老，长壮阳事，暖子宫下元。主治男子精气不固，余涩常流，小便血浊，梦中频数泄出，口干耳鸣，腰膝痛，阴囊湿痒，阳事不举，小便如泔，及妇人血海久冷，胎气不盛，赤白带，漏下。,nan,nan,nan,沉香1两，母丁香1两，巴戟（去心，酒浸）1两，莲蕊1两，木香1两，莲心1两，菟丝子（酒浸）1两，葫芦巴（酒浸）1两，八角茴香（盐炒）1两，肉苁蓉（酒浸）1两，韭子（酒浸）1两，红花1两，雄蚕蛾1两2钱，川椒1两（净），仙灵脾1两（醋炒），川山甲（炮）2两2钱半，水蛭（糯米炒）5钱，青盐5钱，细墨5钱（烧去油），益智仁7钱半，牛膝（酒浸）1两，麝香1钱半，蛤蚧1对（别研，去虫，生用），川楝子1两（炒，以上为末），川楝子4两（捶碎），山药1两2钱，破故纸1两2钱，甘草2两，五味子2钱。,后五味为末，用水一斗熬成浓膏，和前药末面糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服50丸，空心以酒或盐汤送下，干物压之。,nan,nan
10008067,沉香牡丹丸,nan,nan,《圣济总录》卷一五二,妇人血海久虚，经候不利，赤白带下，血气冲心，多发刺痛，四肢困烦。,nan,nan,nan,沉香（锉）1两半，牡丹皮1两，赤芍药1两，当归人参1两，白茯苓（去黑皮）1两，山芋1两，白芷1两，吴茱萸（汤浸，焙干，炒）1两，巴戟天（去心）1两，陈橘皮（汤浸，去白，焙）1两，木香1两，牛膝（去苗，酒浸，切，焙）1两，枳壳（去瓤，麸炒）1两，肉豆蔻（去壳）1两，厚朴（去粗皮，生姜汁炙）1两，干姜（炮）1两，白龙骨1两。,上为末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,方中白术，《准绳?女科》作白芷。,nan,nan
10008168,沉香紫桂丸,nan,nan,《圣济总录》卷一八六,丈夫元脏气虚损；妇人血海虚冷，月脉惫漏，五般带下，脐腹痛，及一切虚风冷气攻注。,nan,nan,nan,桂（去粗皮）1两，乌头（炮裂，去皮脐）1两，赤白脂（烧）1两，干姜（炮）半两，蜀椒（去目及合口者，炒出汗）半两。,上为末，酒煮面糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服20丸，空心、食前以醋汤送下；丈夫以盐汤送下。,nan,nan
10008238,陈漆丸,nan,nan,《圣济总录》卷九十三,延年养性，黑须发。主治传尸，飞尸，注气，癖块积气，上喘，水病，脚气，鬼注蛊毒，宿食不消，腹中如复杯，或九虫，妇人带下赤白，皮肤恶疮，腹大羸瘦，黄疸诸疾。,nan,nan,nan,陈漆2升（以绵绞去滓），大黄6两（为末），薏苡仁5两（为末），无灰酒5升，蔓菁子3升（为末）。,上先以清酒和蔓菁子末煎，不住手搅至半日许，滤去滓后，用银石器盛，重汤煮之，以竹篦子不住手搅一复时，后下陈漆、大黄、薏苡仁等末，更煮一复时，候药可丸，即丸如梧桐子大，置于不津器中，密封。,nan,nan,nan,nan,nan,遇有患者，经宿勿食，明日清旦空心温酒送下10丸。年高或冷疾者，加至15丸，服之100日后，须发如漆色，有积年疮痕皆灭。初服4-7日内，泻出宿食或鱼粘脓血瘀恶物，勿疑。,nan,nan
10008373,赤白煎,nan,nan,方出《仙拈集》卷三引《碎金》，名见《经验广集》卷三,赤白带下。,nan,nan,nan,白术5钱，茯苓2钱，车前子1钱，鸡冠花2钱（赤用赤，白用白）。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10008376,赤白饮,nan,nan,《仙拈集》卷三,红淋白带。,nan,nan,nan,香附（醋炒）4两，臭椿根皮（盐水炒）2两，砂仁2两，朱砂2钱，棉花仁5钱。,上为末，炼蜜为丸。,nan,nan,nan,nan,nan,每服3钱，豆腐浆送下。,nan,nan
10008755,樗白皮丸,nan,nan,《仁术便览》卷四,主治白带。,nan,nan,nan,"樗根白皮, 山茱萸（去核）,苦参 ,香附各15克 ,龟版 ,栀子各60克, 黄柏30克, 干姜 ,贝母各6克, 白术, 白芍各23克, 白葵花15克。",上药研末，酒糊为丸。,nan,nan,nan,nan,nan,空腹时用温水送下70～80丸。,nan,nan
10008770,樗皮丸,nan,nan,《女科指掌》卷一,主治湿痰下注，带下如倾，头眩呕哕，肌肥，脉滑者。,nan,nan,nan,樗根自皮（米泔洗，去黑皮，晒干，酒炒）陈皮 茯苓 半夏 香附 川芎 苍术 黄柏 炮姜 地榆 牡蛎,上药研末，醋糊为丸。,nan,nan,nan,nan,nan,每服60丸，用温开水送下。,nan,nan
10008771,樗皮丸,樗树根丸（《摄生众妙方》卷七）、椿根皮丸（《饲鹤亭集方》）。,nan,《医学纲目》卷三十四,主治赤白带有湿热者。,nan,nan,nan,"芍药15克, 良姜9克，黄柏6克（各炒成灰）,椿根皮45克。",上药为末，粥丸。,nan,nan,nan,nan,nan,每服30～50丸，空腹时用米饮吞服。,nan,nan
10008955,楮实子丸,nan,nan,《普济方》卷三二一,主治妇人忧思伤脾，水湿不化，带下赤白，淋沥不干。,nan,nan,nan,"川牛膝60克（酒浸，焙干）,川30克, 楮实子90克（焙）,山药, 白姜（炮）,川芎各30克。",上为末，另用大北枣蒸去皮取肉，研为膏，同上末为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服40丸，空腹时用米饮送下。蜜丸亦可。,nan,nan
10008992,搐鼻香,nan,nan,《元戎》,子宫久冷，赤白带下。,nan,nan,nan,牡蛎（煅）、紫梢花、韶脑、母丁香、黄狗头骨（煅）、蛇床子、破故纸、桂心各等分。,上为细末，炼蜜为丸，如鸡头子大。,nan,nan,nan,nan,nan,每用1丸。,nan,nan
10009014,川大黄散,nan,nan,《圣惠》卷七十三,妇人久赤白带下，胞中有积滞。,nan,nan,nan,川大黄1两（锉碎，微炒），川朴消1两，当归1两（锉，微炒），桂心半两，虻虫1两（微炒，去翅足），桃仁1两（汤浸，去皮尖双仁，麸炒微黄）。,上为细散。,nan,nan,nan,nan,nan,每服2钱，临睡以温酒调下。,nan,nan
10009046,川椒丸,nan,nan,《圣惠》卷七十三,妇人久赤白带下，胁腹冷痛。,nan,nan,nan,川椒1两（去目及闭口者，微炒去汗），艾叶阿胶1两（捣碎，炒令黄燥），伏龙肝1两（研入），熟干地黄2两。,上为末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服20丸，食前以热酒送下。,nan,nan
10009122,川乌丸,nan,nan,《普济方》卷一一六引《卫生家宝》,一切风疾，并脚气，腰痛，妇人赤白带下。,nan,nan,nan,没药半两（为细末），川乌4两（去皮尖，切作片子，分两处，将一处用齑汁于砂石器内煮腐，取腐和后药，不用汁。如无川乌，草乌头亦得），麝香1钱（别研）。,上为末，杵烂川乌为丸，如鸡头子大，以朱砂为衣。,nan,nan,nan,nan,nan,每服1丸至2丸，如风疾，食后茶、酒任下；脚气，木瓜煎酒下；腰痛，核桃酒送下；头风，嚼生葱茶送下；妇人赤白带下，艾醋汤送下；软风，金银花煎酒送下；早晚进2服。,nan,nan
10009387,椿树根丸,nan,nan,《金匮钩玄》卷一,梦遗；带下。,nan,nan,nan,青黛、海石、黄柏。,nan,nan,nan,nan,nan,nan,本方名椿树根丸，但方中无椿树根，疑脱。,nan,nan
10009408,慈航丹,nan,nan,《全国中药成药处方集》（抚顺方）,活血调经。主治经水不调，赤白带下，症瘕血痨；胎前产后血迷晕耗，生产迟延，胎衣不下，子痫子挛，肝气冲心。,nan,nan,nan,当归4两，川芎3两，坤草6两，香附2两。,上为细末，炼蜜为丸，每丸重2钱或3钱，朱砂为衣。,nan,nan,nan,nan,nan,每服2钱，1日2次，黄酒送下。,nan,nan
10009537,苁蓉菟丝丸,苁蓉菟丝子丸,nan,《济阴纲目》卷三,助阴生子。主治赤白带下。,nan,nan,nan,肉苁蓉（酒浸）1两2钱，菟丝子（酒蒸）1两2钱，覆盆子1两2钱，蛇床子1两2钱，当归（酒洗）1两，白芍药（炒）1两，川芎1两，牡蛎（火煅）8钱，乌贼骨8钱，五味子6钱，防风6钱，黄芩5钱，艾叶3钱。,上为末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,苁蓉菟丝子丸（《医学正印》卷下）。,nan,nan
10009704,醋煎丸,nan,nan,《杨氏家藏方》卷十五,血海久冷，赤白带下，月候不调，脐腹刺痛。,nan,nan,nan,高良姜（锉碎，入油炒黄）2两，干姜（炮）2两，附子4枚（重6钱者，去皮脐尖），金毛狗脊（去毛）1两。,上为细末，别用艾叶末2两，酽醋3升，煎至1升半，次入面1两，再熬成膏，和前药末为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服30丸，空心、食前淡醋汤送下。,nan,nan
10009713,醋煮香附丸,醋附丸,nan,《医方大成》卷十引《澹寮方》,妇人经候不调，血气刺痛，腹胁膨胀，头晕恶心，崩漏带下，便血症瘕。,nan,nan,nan,大香附子（置盆中擦去皮，以米醋浸半日，用瓦锅慢火煮令醋热，滤出切片）。,上研为粉，用米醋煮糊为丸，如梧桐子大，晒干。,nan,nan,nan,nan,nan,醋附丸（《校注妇人良方》卷一）。,nan,nan
10009813,寸金散,nan,nan,《普济方》卷三二二,妇人虚劳百损，内伤气血，风冷客邪，耗散真气，脐下炙寒，刺痛难忍，小便淋沥，腰背拘挛、阴弱盗汗，头目昏重，不时寒热，崩血带下。,nan,nan,nan,紫苏花、胡椒、韶脑、破故纸、蛇床子。,上为细末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服20丸至30丸，空心、食前热酒送下，吃1物压，1日3次。又将此药末1两，酸醋1大升，或好酒1升，同药煎沸，令妇人披衣于收口盆上，坐熏阴户，迤逦淋洗，盆下灰火冷，再温，3-5次立效。,nan,nan
10009948,大补经汤,nan,nan,《回春》卷六,妇人气血虚弱，血海寒冷，经水不调，或时心腹疼痛，或下白带如鱼脑髓，或似米泔色，错乱不分，信期每月淋沥不止，面色萎黄，四肢无力，头目眩晕，肌体羸瘦。,nan,nan,nan,当归（酒洗）6分，白芍6分，香附6分，川芎5分，熟地黄5分，白术（去芦）4分，白茯苓4分，黄耆4分，陈皮4分，玄胡索4分，人参3分，砂仁3分，阿胶（炒）3分，沉香（另研）3分，小茴（酒炒）3分，吴茱萸（炒）3分，肉桂3分，粉甘（炙）3分。,上锉1剂。,nan,nan,nan,nan,nan,加生姜、大枣，水煎服。,nan,nan
10009963,大补天丸,nan,nan,《医统》卷四十八,男妇虚损劳伤，形体羸乏，腰背疼痛，遗精带浊。,nan,nan,nan,黄柏（蜜炒褐色）3两，山药（乳汁炒）3两，龟板（酥炙）3两，怀熟地黄5两，牛膝（酒洗）两半，麦门冬（去心）两半，肉苁蓉（酒洗）两半，虎胫骨（酥炙）两半，山药（炒）两半，茯神两半，黄耆（蜜炙）两半，杜仲（制）2两，甘枸杞子2两，何首乌（制）2两，人参2两，当归（酒洗）1两，天门冬1两，五味子1两，怀生地黄（酒洗，用砂锅煮烂，捣）1两，白芍药（酒炒）2两（冬月只用1两），紫河车1具（取初胎者，米泔洗净，入小砂罐内，水1碗煮沸，候冷取起，放竹蓝中，四围纸糊密，烘干为末，入群药和匀）。,上为细末，炼蜜加猪脊髓3条为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服80丸，空心淡盐汤送下，冬月酒送下。冬，加干姜半两（炒黑）。,nan,nan
10009964,大补调经汤,nan,nan,《简明医彀》卷七,妇人气血虚损，血海虚寒，经水不调；或心腹作痛，带下淋沥，面黄肢瘦，头眩肌羸。,nan,nan,nan,当归2钱，熟地黄2钱，白芍药2钱，川芎2钱，香附（制）1钱，白术1钱，茯苓1钱，黄耆（蜜炒）1钱，阿胶1钱，人参5分，砂仁5分，吴茱萸（炒）5分，陈皮5分，小茴香5分，玄胡5分，肉桂3分，炙草3分。,nan,nan,nan,nan,nan,nan,加生姜、大枣，水煎服。,nan,nan
10010047,大道固肠丸,nan,nan,《御药院方》卷七,肠虚滑泄，水谷直下，完谷不化，久寒积冷，心腹胀满，不思饮食，怠堕嗜卧。困倦少力；又治白带，脉候沉微。,nan,nan,nan,阳起石（烧1日）1两，硫黄（水飞）1两，赤石脂（烧通红）1两，白矾（枯过）1两，肉豆蔻（醋面裹，烧熟为度）1两，白龙骨2两半，川乌头（炮，去皮脐）1两半，干姜（炮）1两半，木香半两，缩砂仁半两。,上为细末，醋面糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服50-70丸，空心粥饮送下。,nan,nan
10010092,大豆紫汤,紫汤,nan,《医心方》卷三引《范汪方》,去风，消血结。主治中风失音；腰痛拘急；妇人五色带下；产后中风，或产后恶露未尽，感风身痛。妇人产后中风困笃，或背强口噤，或但烦热苦渴，或头身皆重，或身痒，剧者呕逆直视，此皆为风冷湿所为。产后百病及中风痱痉；妊娠伤折，胎死在腹中3日；妇人五色带下。产后恶露未尽，又兼有风，身中急痛。腰卒痛拘急，不得喘息，若醉饱得之欲死者。,nan,nan,nan,大豆1升（熬令焦），好酒2升。,nan,nan,nan,nan,nan,nan,紫汤（《千金翼》卷六）。,nan,nan
10010552,大灵丹,nan,nan,《玉案》卷五,妇人一切赤白带下，因此久不孕育，及诸虚百损。,nan,nan,nan,当归身4两，人参4两，阿胶3两，川芎1两8钱，牡蛎1两8钱，天麻1两8钱，生地2两，丹皮2两，续断2两，何首乌（9蒸9晒）2两，山栀（炒黑）2两，甘草8钱。,nan,nan,nan,nan,nan,nan,每服3钱，空心白滚汤送下。,nan,nan
10010750,大圣散,nan,nan,《宋?太平惠民和剂局方》,治妇人血海虚冷，久无子息，及产后败血冲心，中风口噤，子死腹中，擘开口灌药，须臾生下，便得无恙。治堕胎，腹中攻刺疼痛，横生逆产；胎衣不下，血运、血癖、血滞、血崩，血入四肢，应血脏有患，及诸种风气，或伤寒吐逆咳嗽，寒热往来，遍身生疮，头痛恶心，经脉不调，赤白带下，乳生恶气，胎脏虚冷，数曾堕胎，崩中不定，因此成疾，及室女经脉不通，并宜服之。常服暖子宫，和血气，悦颜色，退风冷，消除万病。兼疗丈夫五劳七伤，虚损等病。,nan,nan,nan,泽兰（叶）、石膏（研），各二两；卷柏（去根）、白茯苓（去皮）、防风（去芦）、厚朴（去粗皮.姜汁炙）、细辛（去苗）、柏子仁（微炒）、桔梗、吴茱萸（汤洗七次.焙.炒），各一两；五味子（捡净）、人参（去苗）、干姜（炮）、川椒（去目.闭口者.微炒出汗）、白芷、白术、黄蓍（去苗）、川乌（炮.去皮.脐）、丹参，各三分；芜荑（微炒赤）、甘草（炙）、川芎、芍药、当归，各一两三分；白薇、阿胶（碎炒燥），各半两；肉桂一两一分，生干地黄一两半。,上为细末。,nan,nan,nan,nan,nan,每服二钱，空心，临卧，热酒调下。若急疾有患，不拘时候，日三服。,nan,nan
10010760,大圣散,泽兰散、大圣泽兰散,nan,《博济》卷四,常服暖子宫，和血气，悦颜色，退风冷，消除万病。主治妇人子脏虚冷，频频堕胎；或子死腹中，疼痛；产后血晕、血癖、血滞、血崩，胎衣不下；伤寒呕吐，遍身生疮，经候不调，赤白带下，咳嗽寒热。丈夫五劳七伤。,nan,nan,nan,兰9分（使嫩者，不用根），白术3分（米泔浸，切作片子，以麸炒令黄），白芷3分（湿纸裹，煨过），人参3分，川椒1两（只取3分红皮用），厚朴1两（去皮，姜汁炙），藁本2分，桔梗1两，白芜荑7分（拣择，只用仁子），阿胶半两（研，炒令虚，别杵），细辛1两，丹参3分，肉桂5分（去皮，不见火），生干地黄1两半，吴茱萸4分（洗，炒），黄耆3分，川乌头3分（炮，去皮脐），卷柏4分（不用根），白茯苓1两，甘草7分（炙），石膏2两（研细，水飞过），五味子3分，柏子仁1两（生用），防风1两，当归7分，芍药7分，川芎7分（微炒）,上为末。,nan,nan,nan,nan,nan,泽兰散（《苏沈良方》卷十）、大圣泽兰散（《永类钤方》卷十九）。,nan,nan
10010769,大圣万安散,nan,nan,《济阴纲目》卷三,女人症瘕癖气，腹胀胸满，赤白带下；久患血气虚弱，痿黄无力，并休息赤白痢疾；寒湿带下。,nan,nan,nan,白术2钱半，木香2钱半，胡椒2钱半，陈皮（去白）5钱，黄耆5钱，桑白皮5钱，木通5钱，白牵牛（炒，取头末）2两。,上为末。,nan,nan,nan,nan,nan,每服2钱，用生姜5片，水1钟半，煎至1钟，去姜，调药临卧服；须臾，又用姜汤或温白汤，饮3-5口催之。平明可行3-5次，取下恶物及臭污水为度。后以白粥补之。,nan,nan
10010853,大温经汤,nan,nan,《古今医鉴》卷十一,主治妇女气血虚弱，寒凝气滞，月经不调，赤白带下，食少肢倦。,nan,nan,nan,"当归2.4克, 白芍2.1克, 川芎l.5克,熟地1.5克 ,人参 ,白术（土炒）,茯苓各1.5克, 甘草0.9克, 香附2.4克（童便制）,陈皮（炒）,砂仁（炒）,小茴各1.2克 ,沉香0.9克（另研）,吴茱萸（炮）,延胡索（炒）,鹿茸（酒炙）各1.5克。",上药锉为粗末。,nan,nan,nan,nan,nan,加生姜，水煎服。先服加味八物汤，后服此药。汗出不止，加黄耆、酸枣仁（炒）各6克，潮热，加柴胡、黄芩各7.5克，咳嗽，加杏仁、桔梗、五味子、半夏。,nan,nan
10010854,大温经丸,nan,nan,《女科指掌》卷一,带下恶寒腹痛，饮食少进，或时时利，吞酸水，足冷腰痛，面色不荣、脉沉迟。,nan,nan,nan,吴茱萸1两，当归5钱，川芎5钱，白芍5钱，熟地2两，牡丹皮5钱，石菖蒲1两，阿胶5钱，人参5钱，茯苓1两，肉桂5钱，艾叶1两（醋炒），琥珀3钱（另研），附子7钱（炮），朱砂2钱（另研）。,炼蜜为丸。,nan,nan,nan,nan,nan,每服40丸，饮送下。,nan,nan
