组合,关联度系数
"['解毒', '强筋骨']",0.00151351240887021
"['解毒', '下气']",0.0009565946013085913
"['解毒', '定痛']",0.0004991678945079903
"['解毒', '破血']",0.0004065189261645008
"['解毒', '泻下']",0.0001613572288936549
"['解毒', '固脱']",3.504877753801594e-06
"['解毒', '风热']",7.866334117423435e-08
"['解毒', '涌吐']",1.567072358521493e-05
"['解毒', '散血']",2.8584475500470496e-05
"['解毒', '通利']",4.682269114908433e-05
"['解毒', '祛腐']",4.682269114908433e-05
"['清热', '补血']",0.0016420415285680612
"['清热', '疏肝']",0.0004386592399802103
"['清热', '降逆']",0.0004184502871185103
"['清热', '养心']",0.00039846307925861524
"['清热', '潜阳']",0.0002132917153097047
"['清热', '降气']",0.00018023146002166257
"['清热', '行水']",0.00018023146002166257
"['清热', '消疳']",0.00010547871812893739
"['清热', '疗伤']",7.940628393721116e-05
"['清热', '收涩']",6.735395296975089e-05
"['清热', '开窍']",6.735395296975089e-05
"['清热', '驱蛔']",7.272521304946267e-06
"['清热', '去腐']",7.272521304946267e-06
"['清热', '益肺']",7.685784687572195e-07
"['清热', '益阴']",0.00010049949618695653
"['清热', '小便']",0.0003571772329098444
"['止痛', '疗疮']",0.0003330689208854709
"['止痛', '镇惊']",0.0002564804435395418
"['止痛', '止带']",0.00019414226362834963
"['止痛', '下气']",0.00016085284963551771
"['止痛', '补肝肾']",5.04784798628366e-05
"['止痛', '解热']",3.052338643477759e-05
"['止痛', '定喘']",2.6163507719556556e-05
"['止痛', '止痉']",1.162208831595457e-05
"['止痛', '消疳']",8.44031556312963e-07
"['止痛', '攻毒']",2.466961987707128e-05
"['止痛', '舒肝']",4.8716660825343094e-05
"['止痛', '辟秽']",7.140970299912563e-05
"['消肿', '止渴']",0.0006554695322443238
"['消肿', '益肾']",0.0004938977413045942
"['消肿', '养血']",0.00044550987643360296
"['消肿', '养阴']",0.00026493080267037117
"['消肿', '疗疮']",0.0002565542992510328
"['消肿', '润燥']",0.00016965403188606842
"['消肿', '和中']",0.00016228696529402287
"['消肿', '止呕']",7.677646094311763e-05
"['消肿', '安胎']",6.562304602630853e-05
"['消肿', '退黄']",4.529634673167138e-05
"['消肿', '降压']",3.199292194305814e-05
"['消肿', '息风']",6.554131868841129e-06
"['消肿', '下乳']",6.554131868841129e-06
"['消肿', '行血']",4.9020087998730144e-05
"['消肿', '泻热']",0.00014730031049059455
"['消肿', '豁痰']",0.00033990223508795214
"['消肿', '散积']",0.0005445975268610903
"['祛风', '止痢']",0.0008962290525933447
"['祛风', '强筋骨']",0.00021919626565769512
"['祛风', '通乳']",1.676226055413732e-05
"['祛风', '散热']",1.1299265253450486e-05
"['祛风', '固精']",1.1299265253450486e-05
"['祛风', '续伤']",5.3324221041040065e-05
"['祛风', '行血']",6.267598908321625e-05
"['活血', '和胃']",0.0010037491677180044
"['活血', '清肝']",0.0005082688293333582
"['活血', '发表']",6.414609579358244e-05
"['活血', '安胎']",3.773237051518663e-05
"['止血', '化湿']",0.0002612787298058583
"['止血', '强筋骨']",0.00017812389748972368
"['止血', '下气']",6.428312343886855e-05
"['止血', '解暑']",1.0610034831659565e-05
"['止血', '补肝肾']",8.45237666358134e-06
"['止血', '养心']",6.514563280546337e-06
"['止血', '熄风']",3.3377600327511026e-06
"['止血', '镇静']",4.854709963475479e-07
"['止血', '潜阳']",1.7327204973049959e-06
"['止血', '消疳']",2.0079563870734063e-05
"['止血', '行瘀']",3.5994898729407865e-05
"['止血', '凉肝']",8.933310078401702e-05
"['止血', '敛汗']",0.00018926425932419555
"['止咳', '平肝']",0.0002050822832066479
"['止咳', '补气']",1.8003610251116076e-05
"['止咳', '散风']",2.9025569725504852e-08
"['止咳', '下气']",6.111838314337703e-07
"['止咳', '发表']",1.620620375231141e-06
"['止咳', '补脾']",7.923873042159357e-06
"['止咳', '续筋']",1.3168128297991188e-05
"['止咳', '宁心']",9.460713895925732e-05
"['除湿', '敛疮']",0.0006008644725179479
"['除湿', '清肺']",0.0003703064401517353
"['除湿', '驱虫']",2.6762348874942443e-05
"['除湿', '软坚']",1.9643551425752026e-05
"['除湿', '消痈']",2.0908547726516957e-08
"['除湿', '散风']",2.8577108196481404e-07
"['除湿', '强筋']",8.74539548267883e-06
"['除湿', '温经']",6.158360521696382e-05
"['除湿', '消疳']",0.0001405921470497562
"['除湿', '驱风']",0.00024136071565816763
"['利湿', '敛疮']",0.000545391206888346
"['利湿', '润肺']",0.0005032886272315906
"['利湿', '安神']",0.0004170106823905284
"['利湿', '通经']",0.00023031343722978992
"['利湿', '截疟']",0.00010647427783061492
"['利湿', '利咽']",3.9245108842067555e-05
"['利湿', '清暑']",0.00024158368597243518
"['散瘀', '补肾']",0.0002978977820682349
"['散瘀', '健胃']",0.00012043170088887889
"['散瘀', '通经']",0.00011790701910247003
"['散瘀', '补虚']",7.784541590549754e-05
"['散瘀', '消痈']",1.4169467685731796e-05
"['凉血', '消食']",0.00030304663315366964
"['凉血', '收敛']",0.0001720181719296887
"['凉血', '滋阴']",2.9439906076844657e-05
"['凉血', '除烦']",6.111334327596474e-06
"['凉血', '透疹']",1.0099326071433268e-05
"['凉血', '排脓']",2.9685156815228986e-05
"['利尿', '敛疮']",0.00018542472519594844
"['利尿', '止泻']",0.00017849612277992533
"['利尿', '补肾']",0.0001581966820594083
"['利尿', '和胃']",5.359492467776894e-05
"['利尿', '平肝']",1.890533247572712e-05
"['利尿', '截疟']",6.461997295148514e-06
"['利尿', '止渴']",2.3220254261047124e-06
"['利尿', '安胎']",9.940907000788313e-05
"['杀虫', '解表']",0.00022210954060547516
"['杀虫', '祛瘀']",0.0001911479688343487
"['杀虫', '益气']",0.00018882319900492828
"['杀虫', '平肝']",1.797262118496956e-05
"['杀虫', '涩肠']",1.976999518940592e-05
"['杀虫', '泻下']",0.0002998486386354693
"['杀虫', '逐水']",0.0004222294628171974
"['杀虫', '涌吐']",0.0006957181103293963
"['化痰', '明目']",0.00027908323503345045
"['化痰', '止泻']",9.024940804691628e-05
"['化痰', '补肾']",7.69522782971821e-05
"['化痰', '健胃']",1.1454793001408614e-05
"['化痰', '止痢']",4.685484579852739e-06
"['化痰', '滋阴']",4.627781935440112e-08
"['化痰', '和中']",8.868420688465384e-05
"['化痰', '顺气']",0.000479762220344071
"['化痰', '益肠胃']",0.000823379358087184
"['利水', '舒筋']",0.00013267964730523385
"['利水', '生肌']",6.094419257668404e-05
"['利水', '益气']",5.7491097523121315e-05
"['利水', '化瘀']",1.94275506603947e-05
"['利水', '补虚']",2.4015045391179157e-07
"['利水', '除烦']",7.363712144101142e-05
"['利水', '开胃']",0.00011732490987770294
"['健脾', '散结']",0.00020635409786473602
"['健脾', '解表']",7.146042030226063e-05
"['健脾', '敛疮']",5.181720708002935e-05
"['健脾', '截疟']",7.018651797696673e-06
"['健脾', '涩肠']",7.822199685020292e-05
"['健脾', '壮阳']",8.094454057744338e-05
"['健脾', '补中']",0.00018835322708610214
"['健脾', '缩尿']",0.0004674271031054056
"['健脾', '益肺']",0.0006460811042082459
"['行气', '燥湿']",7.440732051033905e-05
"['行气', '祛湿']",2.3830957482762205e-05
"['行气', '和中']",0.0001282009783485638
"['行气', '宣肺']",0.00017258593672042633
"['行气', '疏肝']",0.00024429295954100927
"['行气', '温肾']",0.00024429295954100927
"['行气', '温经']",0.00030832857183221707
"['行气', '调中']",0.0006802294883419824
"['行气', '消胀']",0.0008090317481016795
"['散寒', '止痒']",6.426229556050211e-05
"['散寒', '祛痰']",3.0054919969435545e-08
"['理气', '通络']",4.438666594083762e-05
"['理气', '燥湿']",1.6194055362461768e-05
"['理气', '解郁']",0.0004828949051007836
"['理气', '舒肝']",0.0007178542406956756
"['理气', '益肠胃']",0.0010115376661076203
"['散结', '通便']",3.8890020766402245e-05
"['散结', '攻毒']",0.0006598932567961069
"['明目', '调经']",5.474671497510131e-05
"['明目', '生肌']",4.697377166573702e-06
"['明目', '除烦']",0.00015823981850848767
"['明目', '凉肝']",0.0007131594488710702
"['调经', '舒筋']",2.7142417926812046e-05
"['调经', '消食']",6.3062908658428896e-06
"['调经', '安神']",1.8727038553212338e-07
"['调经', '祛痰']",2.6484123915038182e-06
"['调经', '润燥']",0.0002189061739669429
"['调经', '和血']",0.0005315883629850027
"['止痒', '化瘀']",3.229973921270446e-06
"['止痒', '通便']",5.4930086886589846e-05
"['止痒', '驱虫']",0.00014383035556819745
"['止痒', '透疹']",0.00019153999744050965
"['止痒', '散风']",0.0002538976600724996
"['止痒', '收湿']",0.0006255583647332141
"['通络', '平喘']",5.56326720246858e-08
"['通络', '接骨']",2.142339416288941e-05
"['通络', '疏风']",2.795906688199401e-05
"['通络', '平肝']",4.822660321646133e-05
"['舒筋', '止泻']",1.464982376520041e-07
"['舒筋', '祛风湿']",1.0914619691659855e-06
"['燥湿', '消食']",1.3772844702775178e-06
"['解表', '消炎']",5.4451435875513265e-05
"['消食', '截疟']",0.00011448257330684553
"['消食', '和中']",0.0003170184474678428
"['生肌', '止泻']",1.0965983124139322e-05
"['消积', '敛疮']",1.0545760991326203e-05
"['消积', '化瘀']",3.1515471968890374e-05
"['消积', '止痢']",8.254973235993779e-05
"['消积', '化湿']",0.0002258554781552624
"['消积', '软坚']",0.00024022582729565922
"['消积', '下气']",0.000372969527627276
"['消积', '破血']",0.0005451856885827916
"['益气', '接骨']",6.100170346490241e-05
"['益气', '和胃']",6.100170346490241e-05
"['益气', '壮阳']",0.0002732969741566782
"['益气', '通乳']",0.0004905093609944011
"['益气', '固精']",0.0005083208923473276
"['敛疮', '和胃']",6.356541141835925e-05
"['止泻', '温脾']",0.0014499625532868182
"['平喘', '祛风湿']",2.2115638814351746e-05
"['润肺', '补虚']",0.00010529007011392255
"['润肺', '通便']",0.00013105357295220554
"['润肺', '下气']",0.00039407744677164014
"['润肺', '清心']",0.0007327977918744483
"['补肾', '收敛']",3.855774272132351e-05
"['补肾', '养阴']",0.00029593327503915634
"['补肾', '强筋骨']",0.00029593327503915634
"['祛风湿', '通经']",8.357114040069558e-05
"['安神', '生津']",7.590033019871933e-05
"['安神', '养血']",0.0002459135617330077
"['安神', '补气']",0.00030940022464615025
"['安神', '解郁']",0.0006983099239054602
"['安神', '清心']",0.0007708013714941148
"['安神', '镇心']",0.001357197005173491
"['收敛', '固脱']",0.0010344137747781285
"['祛痰', '截疟']",0.00019041459180743625
"['祛痰', '降气']",0.0007196023978096877
"['祛痰', '宁心']",0.0007327447350605476
"['清肺', '和胃']",0.00011632901535491014
"['清肺', '止痢']",0.00014458185481178165
"['清肺', '润燥']",0.0004196374955628135
"['温中', '化湿']",0.00030921407633327513
"['生津', '健胃']",0.0001342506781338293
"['生津', '涩肠']",0.0003688661532748466
"['生津', '开胃']",0.0004342977388747671
"['生津', '补脾']",0.0005381906625063493
"['生津', '除热']",0.0011188291341633766
"['和胃', '舒肝']",0.001039438760848485
"['消炎', '健胃']",0.00016008447271131931
"['消炎', '杀菌']",0.0017081067921883852
"['健胃', '止渴']",0.0002618813092040706
"['健胃', '化湿']",0.00035864984108338605
"['健胃', '止呕']",0.0005634911750201366
"['疏风', '宣肺']",0.0005495300114457119
"['补虚', '开胃']",0.0005190569941080775
"['补虚', '润燥']",0.0005190569941080775
"['平肝', '通便']",0.0002758273934663491
"['平肝', '定惊']",0.0006081144639618064
"['滋阴', '软坚']",0.0004518144789927847
"['滋阴', '除热']",0.001255325975711985
"['通便', '滑肠']",0.0011266235343632552
"['通便', '泻热']",0.001294963230169463
"['祛湿', '散风']",0.0006591782756868031
"['益肾', '壮阳']",0.0005943064417864297
"['益肾', '固精']",0.0008632229501880639
"['镇痛', '解痉']",0.001274053839477235
"['化湿', '止呕']",0.0008146836171031707
"['软坚', '消痰']",0.0012324448505123473
"['补气', '强筋骨']",0.000692501623614783
"['涩肠', '止带']",0.0007974762316186601
"['养阴', '益胃']",0.0012032102104920367
"['强筋骨', '益精血']",0.0018741254938348106
"['排脓', '通乳']",0.001048168051770236
"['补脾', '补胃']",0.0026099558906761133
"['疏肝', '退热']",0.0013045785079545055
"['导滞', '泻下']",0.001519407181910848
"['退热', '解郁']",0.0014817388893499026
"['解郁', '和解']",0.0022493184572629984
"['抗肿', '抗瘤']",0.004157029788349526
"['解毒', '降逆']",0.0006646999531771947
"['解毒', '补肝肾']",0.0006646999531771947
"['解毒', '养心']",0.0006388389665814564
"['解毒', '退热']",0.0004636251886238618
"['解毒', '消疳']",0.00023731273434901556
"['解毒', '补益']",0.00019686234758553578
"['解毒', '缩尿']",0.00017742625424688185
"['解毒', '消痰']",0.0001403406741816715
"['解毒', '消瘀']",0.00010597842807413826
"['解毒', '驱风']",8.997282617073665e-05
"['解毒', '解痉']",7.485102240090136e-05
"['解毒', '驱蛔']",6.070243990285995e-05
"['解毒', '去腐']",6.070243990285995e-05
"['解毒', '舒肝']",6.070243990285995e-05
"['解毒', '敛汗']",8.915515984031508e-06
"['解毒', '泻热']",8.915515984031508e-06
"['解毒', '疏散']",3.593984084893087e-06
"['解毒', '消暑']",2.1434491492833274e-07
"['解毒', '祛暑']",9.799161659551636e-06
"['解毒', '镇心']",2.1339941345455138e-05
"['解毒', '消滞']",6.480330070690599e-05
"['解毒', '小便']",0.00015626495456744216
"['解毒', '行滞']",0.00024106872018891945
"['清热', '养血']",0.001916422282024266
"['清热', '定痛']",0.0004805276080190879
"['清热', '宁心']",0.0002394207960086936
"['清热', '泻下']",0.00016926275837814142
"['清热', '驱风']",5.417117656203452e-05
"['清热', '舒肝']",3.295802600922215e-05
"['清热', '去翳']",2.391442047644521e-05
"['清热', '通脉']",1.155628861215785e-05
"['清热', '解渴']",5.957069745221588e-05
"['清热', '消滞']",8.93837586748436e-05
"['止痛', '生津']",0.001744986664868886
"['止痛', '清肝']",0.0008980816365457001
"['止痛', '益肾']",0.0007253968529480348
"['止痛', '消痈']",0.00029889610503353037
"['止痛', '定惊']",0.00019381214832803195
"['止痛', '补脾']",0.00015881792636807113
"['止痛', '降压']",0.00010286842799306362
"['止痛', '熄风']",7.456045881854001e-05
"['止痛', '息风']",4.953835347581981e-05
"['止痛', '行瘀']",2.1967442098702605e-07
"['止痛', '驱风']",5.961136377574672e-06
"['止痛', '解蛇毒']",1.9511589551102215e-05
"['止痛', '化滞']",5.5290606587821145e-05
"['止痛', '舒筋络']",0.0001239038857014929
"['止痛', '通脉']",0.0001239038857014929
"['止痛', '强腰']",0.0001492462682661233
"['止痛', '醒神']",0.00017939531716737456
"['止痛', '通窍']",0.00017939531716737456
"['消肿', '壮阳']",0.00034871479048437237
"['消肿', '强筋骨']",0.00034871479048437237
"['消肿', '透疹']",0.0003300015249557142
"['消肿', '散风']",0.00020668392818123937
"['消肿', '润肠']",0.0001984723577983516
"['消肿', '定惊']",0.00014373566283581996
"['消肿', '散热']",5.285354925338437e-05
"['消肿', '温经']",2.8739205666539203e-05
"['消肿', '行瘀']",9.58812157614286e-07
"['消肿', '开窍']",9.58812157614286e-07
"['消肿', '降血压']",2.2831353538310672e-06
"['消肿', '破瘀']",1.943305610924151e-05
"['消肿', '去腐']",2.545169144657633e-05
"['消肿', '拔脓']",0.0002077836777386599
"['消肿', '利喉']",0.0005281949607803815
"['祛风', '祛湿']",0.0005916484872484085
"['祛风', '软坚']",0.0003662879066267388
"['祛风', '排脓']",0.0001849748172573218
"['祛风', '补肝肾']",4.6624994396671227e-05
"['祛风', '解热']",2.9074818069019237e-05
"['祛风', '定喘']",2.5198902415424218e-05
"['祛风', '化积']",2.1546979667719235e-05
"['祛风', '疗伤']",2.035058985883076e-06
"['祛风', '开窍']",3.737247765644991e-06
"['祛风', '顺气']",1.6819638073817256e-05
"['祛风', '解蛇毒']",4.2965734013855617e-05
"['祛风', '续骨']",5.221061023680251e-05
"['祛风', '消热']",7.489213004102657e-05
"['祛风', '健骨']",0.0002277486160759956
"['活血', '止渴']",0.0006336092003911276
"['活血', '泻火']",0.000586087481534936
"['活血', '补气']",0.0002942677455970988
"['活血', '除烦']",0.0002861800519355917
"['活血', '和中']",0.00017241731791056703
"['活血', '补脾']",7.750626834529539e-05
"['活血', '清湿热']",2.632995253043502e-05
"['活血', '熄风']",2.632995253043502e-05
"['活血', '息风']",1.3328686280733582e-05
"['活血', '敛肺']",1.5345151004875213e-06
"['活血', '解郁']",6.566558331533301e-07
"['活血', '消疳']",9.884389018943729e-07
"['活血', '缩尿']",6.04659500297311e-06
"['活血', '收涩']",6.04659500297311e-06
"['活血', '强心']",3.329747890862267e-05
"['活血', '去瘀']",0.00013197818642546322
"['止血', '补气']",0.000272508509470748
"['止血', '透疹']",0.00023465062926680824
"['止血', '定惊']",8.952994225885913e-05
"['止血', '强筋']",7.860742538323695e-05
"['止血', '壮骨']",4.4487470732934575e-05
"['止血', '补益']",5.700706469713435e-06
"['止血', '去翳']",5.478997727692558e-05
"['止血', '解酒']",0.0001863497946687498
"['止血', '散血']",0.0001863497946687498
"['止血', '敛伤']",0.00047154089903206353
"['止咳', '温中']",0.0005076683911997004
"['止咳', '祛湿']",0.0001430830822389817
"['止咳', '止带']",8.704527699077147e-06
"['止咳', '降压']",3.2617642414245474e-06
"['止咳', '通乳']",4.362285136061406e-06
"['止咳', '固精']",7.107715083221056e-06
"['止咳', '定痛']",7.107715083221056e-06
"['止咳', '镇静']",1.5013044046274793e-05
"['止咳', '温经']",1.7548914707232743e-05
"['止咳', '息风']",1.7548914707232743e-05
"['止咳', '下乳']",1.7548914707232743e-05
"['止咳', '滋补强壮']",7.879207383970632e-05
"['止咳', '凉肝']",0.00014630615759941845
"['止咳', '益肺']",0.00018839597643321992
"['止咳', '滋肾']",0.0002427105817034425
"['除湿', '补血']",7.212343364582097e-05
"['除湿', '和中']",8.529544678059775e-06
"['除湿', '固精']",1.067607910265611e-05
"['利湿', '益肾']",8.412620538822413e-05
"['利湿', '和中']",4.863717026903913e-06
"['利湿', '排脓']",3.968927745179318e-06
"['利湿', '通乳']",1.105783310517694e-05
"['利湿', '催乳']",0.0001704713617668996
"['散瘀', '明目']",0.0008241425369577837
"['散瘀', '截疟']",7.984899514018595e-05
"['散瘀', '解热']",5.0418579954913945e-05
"['散瘀', '消疳']",0.00013181648489241082
"['散瘀', '解蛇毒']",0.00026112375887710204
"['凉血', '行气']",0.0011417194230167738
"['凉血', '通络']",0.0005686431870865483
"['凉血', '生肌']",0.0003586861904934513
"['凉血', '消积']",0.00035218541314957497
"['凉血', '养阴']",4.562569766441982e-10
"['凉血', '安胎']",2.931543436185402e-05
"['利尿', '祛风湿']",0.00022177520793137395
"['利尿', '接骨']",9.705625303974008e-05
"['利尿', '止痢']",6.507779873976549e-05
"['利尿', '泻火']",1.2820158417747862e-05
"['利尿', '祛湿']",9.347736663278816e-06
"['利尿', '解暑']",7.141175089703244e-05
"['利尿', '止汗']",0.00028353749026849284
"['利尿', '排石']",0.00046458964903364763
"['杀虫', '消炎']",8.705615890608476e-05
"['杀虫', '健胃']",8.514219857952421e-05
"['杀虫', '疏风']",7.948688960773831e-05
"['杀虫', '补虚']",5.3312688481022e-05
"['杀虫', '消痈']",1.5717313605390082e-05
"['杀虫', '收湿']",0.00022246973499287503
"['化痰', '止痒']",0.0003142864321333816
"['化痰', '生肌']",0.00016034696568767437
"['化痰', '化瘀']",8.45236832413554e-05
"['化痰', '镇惊']",3.2197858665733436e-05
"['化痰', '润燥']",3.819069312607781e-05
"['化痰', '定痛']",0.00012870497200306863
"['化痰', '止痉']",0.00017134668530721653
"['化痰', '解郁']",0.00020978209032024298
"['化痰', '开窍']",0.0002795968782651759
"['化痰', '温肺']",0.00031748284945062877
"['化痰', '宽中']",0.00033150533667930526
"['利水', '强筋骨']",3.4227482125614994e-05
"['利水', '宣肺']",9.279504335207855e-05
"['利水', '发汗']",9.279504335207855e-05
"['利水', '导滞']",0.00018578441342545493
"['利水', '下乳']",0.00019251181073975943
"['利水', '滑肠']",0.0004050241178504832
"['利水', '退肿']",0.0009860191649938288
"['健脾', '祛瘀']",0.00010031411388039535
"['健脾', '祛痰']",3.9504300580694984e-05
"['健脾', '和中']",6.375810877853882e-05
"['健脾', '安胎']",0.00011407549965414265
"['健脾', '降逆']",0.0001522100687668393
"['健脾', '涩精']",0.00031098145623337237
"['行气', '明目']",0.00025068041145670517
"['行气', '舒筋']",0.00018046608059740787
"['行气', '活络']",0.00012660109874668146
"['行气', '祛风湿']",7.136171698907123e-05
"['行气', '安神']",5.3141930350747435e-05
"['行气', '祛痰']",3.5964589783249457e-05
"['行气', '通经']",1.2058057821728863e-05
"['行气', '养血']",1.1953317908874883e-05
"['行气', '开胃']",6.442268569109566e-05
"['行气', '宽中']",0.0003824466114571434
"['行气', '开郁']",0.0008422385579345548
"['散寒', '祛瘀']",3.576887504999626e-05
"['散寒', '祛风湿']",2.3234713408037955e-05
"['散寒', '和中']",0.00011366501909515492
"['理气', '祛瘀']",2.8577108460159373e-05
"['理气', '补肾']",1.8233560508978952e-05
"['理气', '通便']",9.753759445757515e-06
"['理气', '发表']",0.00015698255265708672
"['散结', '生肌']",2.7518437687390485e-05
"['散结', '和胃']",2.5648592416605e-09
"['散结', '滋阴']",9.747734973669653e-06
"['散结', '截疟']",1.4415853337862439e-05
"['散结', '消痈']",0.00012637069691770475
"['散结', '疏肝']",0.00022655276049657336
"['散结', '逐水']",0.0004923733832987998
"['散结', '通利']",0.0007965881828999877
"['散结', '小便']",0.0011030777020983595
"['明目', '消食']",2.9144254751950482e-05
"['明目', '平喘']",1.576696670502198e-05
"['明目', '润肺']",1.4721047461918602e-05
"['明目', '祛痰']",1.8544626545491383e-06
"['明目', '健胃']",6.935157921827972e-07
"['明目', '止痢']",3.410647470253325e-06
"['明目', '散热']",0.0002533101418831507
"['调经', '活络']",3.4099734405046433e-05
"['调经', '通淋']",2.8578192270534153e-05
"['调经', '止泻']",1.6018824824381994e-05
"['调经', '化瘀']",2.7431612671657835e-06
"['止痒', '活络']",2.594608426820244e-05
"['止痒', '生肌']",1.4911313980403573e-05
"['止痒', '润肺']",8.380972002397513e-06
"['止痒', '健胃']",2.8177250948890897e-06
"['止痒', '发表']",0.00018423908401291045
"['通络', '通淋']",1.6427514968608836e-05
"['通络', '生肌']",1.099358373629622e-05
"['通络', '消积']",1.0179566232948467e-05
"['通络', '化瘀']",2.1731435267957622e-07
"['通络', '温中']",1.0529467342479393e-07
"['通络', '驱虫']",8.56575202809462e-05
"['通络', '息风']",0.00031961957650242234
"['舒筋', '消食']",1.1977787595374156e-05
"['舒筋', '润肺']",3.86028458945753e-06
"['舒筋', '补肾']",3.1359236140338087e-06
"['舒筋', '截疟']",3.2402612455462165e-05
"['舒筋', '祛湿']",5.414985378260351e-05
"['舒筋', '镇痛']",8.05804187014314e-05
"['活络', '接骨']",1.3521822476630918e-05
"['活络', '消炎']",1.583087649931203e-05
"['活络', '强筋']",0.000255268221796473
"['燥湿', '健胃']",1.724126128707648e-05
"['燥湿', '宣肺']",0.0002423014685351832
"['燥湿', '降逆']",0.0003170505845986882
"['通淋', '消积']",3.6177769874301546e-07
"['通淋', '安神']",1.8943964589790419e-06
"['通淋', '化瘀']",3.871094356150406e-06
"['通淋', '生津']",1.0264444319341148e-05
"['通淋', '疏风']",2.1857734051888844e-05
"['通淋', '排石']",0.0008036744502632476
"['解表', '温中']",7.649124215580727e-06
"['消食', '润肺']",1.1953360923300238e-07
"['消食', '安神']",2.3627261155345636e-06
"['消食', '通便']",5.153948616309911e-05
"['消食', '清肝']",7.28381197604433e-05
"['生肌', '镇痛']",0.00012408765069449323
"['生肌', '润肤']",0.0005274689339873073
"['生肌', '收湿']",0.0005407696657004774
"['消积', '温中']",1.1908732448440151e-05
"['消积', '和胃']",2.290615084829528e-05
"['消积', '截疟']",6.618684281450848e-05
"['消积', '清肝']",8.170588244263421e-05
"['祛瘀', '敛疮']",1.8404759921653024e-07
"['祛瘀', '安神']",4.5682913488998e-06
"['祛瘀', '生新']",0.0010853890990532994
"['益气', '温中']",1.2282242436600921e-05
"['益气', '续筋']",0.00031160173957162085
"['益气', '养心']",0.0003508377010938979
"['益气', '涩精']",0.0005318666363116481
"['敛疮', '安神']",5.569748235900729e-06
"['敛疮', '涩精']",0.0005363248408183363
"['止泻', '生津']",1.8547202829455323e-05
"['止泻', '和胃']",2.655144214591676e-05
"['止泻', '镇咳']",0.00038901974084729063
"['止泻', '敛肺']",0.0004604644477821662
"['平喘', '消炎']",3.197829069018221e-05
"['平喘', '发汗']",0.00028025868472025817
"['润肺', '和胃']",2.9953924432418733e-05
"['润肺', '补气']",0.00017857892964631694
"['润肺', '除烦']",0.00018173910635552182
"['润肺', '补脾']",0.0003100401596306257
"['补肾', '生津']",2.303298041897439e-05
"['补肾', '和胃']",3.1755746558614906e-05
"['补肾', '益肾']",0.00012392269344138618
"['补肾', '润肠']",0.00025794721434849177
"['祛风湿', '消肿毒']",0.000852656038006494
"['祛风湿', '解热毒']",0.0008851211881837906
"['祛风湿', '散瘀血']",0.0013883513041577228
"['安神', '清肝']",0.00011242022033750021
"['安神', '养阴']",0.0002122989793124086
"['安神', '定惊']",0.0003151947219274809
"['收敛', '止痢']",6.35991002999603e-05
"['收敛', '止带']",0.0002814694695092851
"['祛痰', '利咽']",0.00016675350145384238
"['祛痰', '驱虫']",0.00019645570589582606
"['祛痰', '软坚']",0.00020852121896813847
"['清肺', '滋阴']",0.00010524905645037386
"['清肺', '软坚']",0.00021439127485248233
"['清肺', '除烦']",0.00023411202531722908
"['生津', '益肾']",0.0001771722623383487
"['生津', '解热']",0.00046586920224364614
"['和胃', '止渴']",0.00015833260107808722
"['消炎', '镇痛']",0.0002239650470209631
"['消炎', '退热']",0.0005319105268885016
"['健胃', '清肝']",0.00017030194224401662
"['疏风', '利咽']",0.0002140875951395088
"['止痢', '收涩']",0.0007078842675719843
"['补虚', '益肾']",0.0002362235079224062
"['补虚', '强筋']",0.0004414202555533264
"['平肝', '养血']",0.00025837139724943503
"['平肝', '养阴']",0.00032558771528364006
"['平肝', '润肠']",0.0004008587646585765
"['平肝', '镇心']",0.0011770170607794533
"['通便', '泻下']",0.000718722573570002
"['截疟', '降压']",0.0005490552468641607
"['截疟', '去腐']",0.0008908999616144136
"['止渴', '补气']",0.000369640058484777
"['清肝', '息风']",0.000643663703224745
"['益肾', '补气']",0.0004160500708107334
"['利咽', '开音']",0.001909835266863398
"['化湿', '开胃']",0.0005274582770941061
"['化湿', '祛暑']",0.0013041192874921129
"['软坚', '潜阳']",0.0007924818698661906
"['除烦', '止呕']",0.0006472266446192892
"['养阴', '润燥']",0.0005759375972214376
"['透疹', '散风']",0.0006058102973487273
"['排脓', '拔毒']",0.0007812743007032316
"['排脓', '托毒']",0.0012088860663344997
"['下气', '宽中']",0.0011218409620439296
"['发表', '胜湿']",0.0010151067441624417
"['发汗', '解暑']",0.0008419880410423242
"['拔毒', '去腐']",0.0012767196775610584
"['疏肝', '利胆']",0.0010597197268448835
"['疏肝', '升提']",0.001890120053820641
"['疏肝', '中气']",0.0022253908544671887
"['清湿热', '解疮毒']",0.001385525863273021
"['破血', '攻毒']",0.0012896968543040926
"['退热', '升提']",0.0019724035352514137
"['退热', '中气']",0.0023077905521476025
"['解郁', '舒肝']",0.0014317241927358365
"['开窍', '醒神']",0.0018612703527349367
"['温肺', '化饮']",0.002180924572607282
"['养胃', '除热']",0.0016653488947442098
"['攻毒', '逐瘀']",0.0017695969581762033
"['止汗', '固表']",0.0017567131910450375
"['升阳', '举陷']",0.00252361422354379
"['和解', '升提']",0.0025936952739727074
"['和解', '中气']",0.002929481947981381
"['益精血', '补肾阳']",0.002485707854562017
"['升提', '中气']",0.003201453597924957
"['解毒', '固精']",0.0007452091946243966
"['解毒', '益精']",0.0006368168160227894
"['解毒', '补肺']",0.0005314094385902024
